item_hash,call_id,descrição_original,descrição_retornada_pelo_llm,descrição_expandida,descricao_machine_learning,categoria,racional,ground_truth_categoria,modelo,temperatura_usada,prompt_version_key,target_run_id,batch_size
ea3ff68433456bba90f57d62ec9eafa42c97190aafe66ebdaf208704b9263772,5346107e-24f3-41a3-9c8f-f78cd04c31a2,SABON LUX 85G C/4 BOTANICALS L P- ROSAS FRANCESAS,SABON LUX 85G C/4 BOTANICALS L P- ROSAS FRANCESAS,Sabonete Lux 85 Gramas Com 4 Botanics L Pureza Rosa Francesa,sabonete lux 85 gramas com 4 botanics l pureza rosa francesa,lava roupas,O produto é um sabão. 'LUX' foi mantido e a categoria 'lava roupas' é a mais adequada.,sabonete,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
efa2bfb5a3d40a21be5db38a8567c949c38efa897fa612b8b7b1096172b29ca7,5346107e-24f3-41a3-9c8f-f78cd04c31a2,"SORV KIBON CREMOSISSIMO 1,5L PT FLOCOS","SORV KIBON CREMOSISSIMO 1,5L PT FLOCOS",Sorvete Kibon Cremosissimo 1.5 Litro Pacote Tetra Pak Flocos,sorvete kibon cremosissimo 1.5 litro pacote tetra pak flocos,congelados,O produto é um sorvete. 'CREMOSISSIMO' foi mantido e a categoria 'congelados' é a mais adequada.,sorvete,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
9664141f6573cf4f6380de10d48f0d364fa691555a70203b671cc69f1c7e79b2,5346107e-24f3-41a3-9c8f-f78cd04c31a2,FILE DE MERLUZA SWIFT CONG 800G,FILE DE MERLUZA SWIFT CONG 800G,File de Merluza Swift Congelado 800 Gramas,file de merluza swift congelado 800 gramas,peixes congelados,O produto é um file de peixe. 'SWIFT CONG' foi expandido e a categoria 'peixes congelados' é a mais adequada.,peixe,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
c87472ea08b7e26b7f4d08a5498ff2968bda9be470ff994f567f1a9072d36937,5346107e-24f3-41a3-9c8f-f78cd04c31a2,PEIXE TILAPIA IQF COPACOL 1KG POSTA,PEIXE TILAPIA IQF COPACOL 1KG POSTA,Peixe Tilápia IQF Copacol 1 Quilograma Posta,peixe tilapia iqf copacol 1 quilograma posta,peixes congelados,O produto é um peixe de tilápia. 'IQF' foi expandido e a categoria 'peixes congelados' é a mais adequada.,peixe,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
4c97d6f941ab6a0aa912bf38e94d89020487789a71136c4ec786ec4d078b8200,5346107e-24f3-41a3-9c8f-f78cd04c31a2,CHIN FEM HAV SLIM GLOSS RSA 37 38,CHIN FEM HAV SLIM GLOSS RSA 37 38,Chinês Feminino Hav Slim Gloss RSA Tamanho 37/38,chines feminino hav slim gloss rsa tamanho 37/38,roupas,O produto é uma chinelos. 'HAV SLIM GLOSS' foi mantido e a categoria 'roupas' é a mais adequada.,chinelo,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
a135a2847cf007141acfe60f5d484fb50bf81ffadf47a9370278d3d49cc11518,5346107e-24f3-41a3-9c8f-f78cd04c31a2,PANO M.USO SCOTT DURAMAX C/58 AZUL,PANO M.USO SCOTT DURAMAX C/58 AZUL,Pano de Microuso Scott Duramax Com 58 Unidades Azul,pano de microuso scott duramax com 58 unidades azul,limpeza,O produto é um pano para microuso. 'DURAMAX' foi mantido e a categoria 'limpeza' é a mais adequada.,pano para limpeza,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
26e3298524e59dc12de01d4b674592a80f88378504ebebff9c8a9e65c57f6d0a,5346107e-24f3-41a3-9c8f-f78cd04c31a2,PETIT SUISSE DANONINHO MORANGO BJ 320G,PETIT SUISSE DANONINHO MORANGO BJ 320G,Petit Suisse Danoninho Morango Beijinho 320 Gramas,petit suisse danoninho morango beijinho 320 gramas,leite condensado,"O produto é um Petit Suise. 'BJ' foi expandido para 'Beijinho', e a categoria 'leite condensado' é a mais adequada.",iogurte,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
e49e77bf9a1b47b7b077551f624f4fa5782794d4f097623ab841bdb9e13b88ef,5346107e-24f3-41a3-9c8f-f78cd04c31a2,CHA LEAO FUZE C 15 SAQ 15G ERVA CIDREIRA,CHA LEAO FUZE C 15 SAQ 15G ERVA CIDREIRA,Chá Leão Fuze C 15 Sachê 15 Gramas Erva Cidreira,cha leao fuze c 15 sache 15 gramas erva cidreira,cha e chás,O produto é um chá. 'FUZE C' foi expandido e a categoria 'cha e chás' é a mais adequada.,cha por infusao,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
6cd2408b9c86c45840a2edcbf1f298050ec3a0b30e2766ac710fc28376624bd7,5346107e-24f3-41a3-9c8f-f78cd04c31a2,CHA DR.OETKER CAPIM/CID/LIMAO/GENG 10G,CHA DR.OETKER CAPIM/CID/LIMAO/GENG 10G,Chá Dr. Oetker Capim/Cidreira/Limão/Gengibre 10 Gramas,cha dr. oetker capim/cidreira/limao/gengibre 10 gramas,cha e chás,O produto é um chá. 'CAPIM/CID/LIMAO/GENG' foram expandidos e a categoria 'cha e chás' é a mais adequada.,cha por infusao,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
ad45cfc74409db256295997985df7e6fa52be58d0d9ee448ffa326036785cf84,5346107e-24f3-41a3-9c8f-f78cd04c31a2,PRATO DESC FUNDO COPOBRAS C/10 15CM,PRATO DESC FUNDO COPOBRAS C/10 15CM,Prato Descartável Fundo Copabras Com 10 Pratos de Diâmetro 15 Centímetros,prato descartavel fundo copabras com 10 pratos de diametro 15 centimetros,porcelana e louça,"O produto é um prato descartável. 'FUNDO COPOBRAS' foi expandido, e a categoria 'porcelana e louça' é a mais adequada.",prato descartavel,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
ba8ad771e9c3104a7cd4774db4aab3df35d3b12683391df6e5c0085f8d65ecca,5346107e-24f3-41a3-9c8f-f78cd04c31a2,ERVILHA E MILHO VDE QUERO 170G LT,ERVILHA E MILHO VDE QUERO 170G LT,Ervas e Milho Vegetal Higienizado Quero 170 Gramas,ervas e milho vegetal higienizado quero 170 gramas,vegetal congelado,"O produto é ervas e milho. 'VDE' foi expandido para 'Vegetal Higienizado', e a categoria 'vegetal congelado' é a mais adequada.",milho verde e ervilha em conserva,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
cd32176bebf997c4a9e003399382350b10a1d21ccb966d7a760f0d3a085aaabf,5346107e-24f3-41a3-9c8f-f78cd04c31a2,EXTRATO TOM ELEFANTE SO 300G TOMATE,PRESUNTO FATIADO LEVISSIMO SEARA  180G,Presunto Fatiado Leve Seara 180 Gramas,presunto fatiado leve seara 180 gramas,presunto,"O produto é presunto fatiado. 'LEVISSIMO' foi expandido para 'Leve', e a categoria 'presunto' é a mais adequada.",extrato de tomate,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
2fb969984f8bfbaba3e773830dac959b723ec347ccf5766335cb73358d4825f1,5346107e-24f3-41a3-9c8f-f78cd04c31a2,INSET ELET LIQ SBP 45N RF GTS AP 35ml,,,,,Item não retornado na resposta do lote ou JSON inválido.,repelente,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
94183bbdfc3f6ef245e865c34f238ca5d9a89fc53aea1df7e365e254f4a79228,5346107e-24f3-41a3-9c8f-f78cd04c31a2,TOMATE FAZENDA RIO BONITO 180G ORG SWEET GRAPE,,,,,Item não retornado na resposta do lote ou JSON inválido.,tomate,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
4b35d384e352f2a3e9315d929155a63e0c22ae0bac432457a6a865949a5a805b,5346107e-24f3-41a3-9c8f-f78cd04c31a2,BEB CAST A TAL DA CASTANHA 1L BARISTA,,,,,Item não retornado na resposta do lote ou JSON inválido.,outra bebida vegetal,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
b2c93cfcb6e8992ea9217a74c074d19fae9f47a25a7b6914212b888d56310de9,5346107e-24f3-41a3-9c8f-f78cd04c31a2,FIO DENTAL COLGATE 50M UN MENTA,,,,,Item não retornado na resposta do lote ou JSON inválido.,fio dental,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
ad66e6a4cb0abbe75b2fbd44de9ddfa76e32489f6d3246384d1943a03b3d37a0,5346107e-24f3-41a3-9c8f-f78cd04c31a2,CD.GEL SORRISO 90G FRESH XTRA-MINT,,,,,Item não retornado na resposta do lote ou JSON inválido.,creme dental,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
7fa8b92c5331e76c0c0acd412acc504377126d12212c573e4bd4f671e9993d0d,5346107e-24f3-41a3-9c8f-f78cd04c31a2,COSTELA SUINA SEARA (FAT)RESF (P)     KG,,,,,Item não retornado na resposta do lote ou JSON inválido.,carne suina,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
172c43907bf84d0432dfbee1b4b6b06ef452b85aa275822ae92cc2908c8ff39e,5346107e-24f3-41a3-9c8f-f78cd04c31a2,LOMBO SUINO SADIA TEMP CONG KG (10),,,,,Item não retornado na resposta do lote ou JSON inválido.,carne suina,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
1221ef77e99141eef2146b1410e1bbe935ed9c4a3b9e42ac482ee0aaed3b819c,5346107e-24f3-41a3-9c8f-f78cd04c31a2,AMENDOIM PETTIZ DORI CROC 150G  JAPONES,,,,,Item não retornado na resposta do lote ou JSON inválido.,amendoim,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
aa2cddac3b4d1d680f622d940fea60f15939599902649c8c98a32173ce7f9c66,5346107e-24f3-41a3-9c8f-f78cd04c31a2,KIT SH 375ML COND 170ML ELSEVE CACHOS SONHOS UN,,,,,Item não retornado na resposta do lote ou JSON inválido.,kit para cabelos,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
78bb8e96f2340fb8bc872060e1939452676d3c0d3f2f520cf70d1332f620d579,5346107e-24f3-41a3-9c8f-f78cd04c31a2,GOMA MASCAR TRIDENT X FRESH 8G INTENSE,,,,,Item não retornado na resposta do lote ou JSON inválido.,goma de mascar,qwen2.5,1.0,v1,DRI_L0size250_Nc119_Seed292,25
bc14608a11ac70dc7f896ce73c7d347621465c8ed9031381590e1e30e7457a69,abc2ee3c-aa8e-448d-b6fc-ff4ef6544cdb,CR QUEIJO TIROLEZ M FRESCAL 200G-PT LIGHT,CR QUEIJO TIROLEZ M FRESCAL 200G-PT LIGHT,Cream Queijo Tirolez Médio Frescal 200 Gramas - Petit Light,cream queijo tirolez medio frescal 200 gramas - petit light,_RARE_,"A categoria mais adequada não está na lista. 'CR' foi expandido para 'Cream', 'M' para 'Médio', 'G' para 'Gramas', e 'PT' para 'Petit'.",queijo,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
8f41c339ea62a071dbb9514bc22f9beff8ecb70b4f44841ac37628ba01174945,abc2ee3c-aa8e-448d-b6fc-ff4ef6544cdb,ALFACE CRESPA ROXA ORG.VIVA BEM AV   1UN,ALFACE CRESPA ROXA ORG.VIVA BEM AV   1UN,Alface Crespa Roxa Orgânica Viva Bem 1 Unidade,alface crespa roxa organica viva bem 1 unidade,alface,O produto é alface crespa roxa. 'UN' foi expandido para 'Unidade'. A categoria 'alface' é a mais adequada.,alface,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
6455ff5dbc1fa9d31b5591b458f28fe26d78493a591b8f059e773941e4931623,abc2ee3c-aa8e-448d-b6fc-ff4ef6544cdb,COLOMBA BAUDUCCO MINI CX 100G FRUTAS CRIST,COLOMBA BAUDUCCO MINI CX 100G FRUTAS CRIST,Colomba Bauducco Mini Caixa 100 Gramas Frutas Cristalizadas,colomba bauducco mini caixa 100 gramas frutas cristalizadas,_RARE_,A categoria mais adequada não está na lista. 'CX' foi expandido para 'Caixa' e 'G' para 'Gramas'.,panificacao pascoa,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
cf2c3e3d2ed35c2e45261c28a7858d927878ce3f2ed37139080e790b8365ad2e,abc2ee3c-aa8e-448d-b6fc-ff4ef6544cdb,SOPAO MAGGI 150G MENOS SODIO CARNE C/LEG,SOPAO MAGGI 150G MENOS SODIO CARNE C/LEG,Sopao Maggi 150 Gramas Menos Sódio Carne Com Legumes,sopao maggi 150 gramas menos sodio carne com legumes,_RARE_,A categoria mais adequada não está na lista. 'G' foi expandido para 'Gramas' e 'C/LEG' para 'Com Legumes'.,preparo para sopa,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
47a0b127dea958995280b881bb9e5ed80dff6d0f94ff8fb1202404550e143c55,abc2ee3c-aa8e-448d-b6fc-ff4ef6544cdb,"KIT TIRA M VANISH GEL CRST WHITE 1,2L UN","KIT TIRA M VANISH GEL CRST WHITE 1,2L UN","Kit Tira Manchas Vanish Gel Cristal White 1,2 Litros Unidade","kit tira manchas vanish gel cristal white 1,2 litros unidade",_RARE_,"A categoria mais adequada não está na lista. 'M' foi expandido para 'Manchas', 'CRST' para 'Cristal', 'L' para 'Litros', e 'UN' para 'Unidade'.",outro produto de limpeza domestica,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
38f560cbc49c883a44da97a44870072fe3156f0f2373f041988e261a3ac84f72,abc2ee3c-aa8e-448d-b6fc-ff4ef6544cdb,REQUEIJAO CREM CANTO DE MINAS TRAD 400g,REQUEIJAO CREM CANTO DE MINAS TRAD 400g,Requeijão Cremoso Canto de Minas Tradicional 400 Gramas,requeijao cremoso canto de minas tradicional 400 gramas,queijo,"O produto é requeijão cremoso. 'TRAD' foi expandido para 'Tradicional', e 'g' para 'Gramas'. A categoria 'queijo' é a mais adequada.",requeijao,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
641d1bc71723209fc384b34ac724ef0109f88f44e9f1e436d57e4d79ea3089a0,abc2ee3c-aa8e-448d-b6fc-ff4ef6544cdb,CREAM CHEESE PORTO ALEGRE CREME QJO 300G,CREAM CHEESE PORTO ALEGRE CREME QJO 300G,Cream Cheese Porto Alegre Creme Queijo 300 Gramas,cream cheese porto alegre creme queijo 300 gramas,queijo,"O produto é cream cheese. 'QJO' foi expandido para 'Queijo', e 'G' para 'Gramas'. A categoria 'queijo' é a mais adequada.",queijo cremoso,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
4e53c76b7c9a4fabdffc1b1c0ac470436798fa9d4d9e3be497bceb5d6d881d60,abc2ee3c-aa8e-448d-b6fc-ff4ef6544cdb,AZEITONA VERDE RECH PIMENTAO CARREFOUR POTE 250g,AZEITONA VERDE RECH PIMENTAO CARREFOUR POTE 250g,Azeitona Verde Recheada com Pimentao Carrefour Pote 250 Gramas,azeitona verde recheada com pimentao carrefour pote 250 gramas,azeitona,"O produto é azeitona verde recheada. 'RECH' foi expandido para 'Recheada', e 'g' para 'Gramas'. A categoria 'azeitona' é a mais adequada.",azeitona,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
e080f447c7fb239641c364a40db6ddbd16f7ff113a5bbfa4ff685b661918bec4,abc2ee3c-aa8e-448d-b6fc-ff4ef6544cdb,PURIF. GLADE AERO FR.FLO.EMB.EC.LT 360ML,PURIF. GLADE AERO FR.FLO.EMB.EC.LT 360ML,Purificador Glade Aero Fresh Floral Embalagem Econômica 360 Mililitros,purificador glade aero fresh floral embalagem economica 360 mililitros,_RARE_,"A categoria mais adequada não está na lista. 'LT' foi expandido para 'Litros', e 'ML' para 'Mililitros'.",aromatizador,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
bdd481d2549d354c21f507434739771ed002747bea2b22c5092ccf8ebe7799ff,abc2ee3c-aa8e-448d-b6fc-ff4ef6544cdb,BOMBOM LACTA SONHO VALSA PC 1KG TRADICIONAL,BOMBOM LACTA SONHO VALSA PC 1KG TRADICIONAL,Bombom Lacta Sonho de Valsa Pacote 1 Quilograma Tradicional,bombom lacta sonho de valsa pacote 1 quilograma tradicional,bombom,"O produto é bombom Lacta Sonho de Valsa. 'PC' foi expandido para 'Pacote', e 'KG' para 'Quilograma'. A categoria 'bombom' é a mais adequada.",bombom,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
3eed733d7315da491945656100fdc21d93806818dda5754a632081404ce61860,c8c2be28-ff66-49fb-9ac7-bea28636f038,TEMPERO KITANO M.SABOR SALADA   PE   60G,TEMPERO KITANO M.SABOR SALADA   PE   60G,Tempero Kitano Médio Sabor Salada Pacote 60 Gramas,tempero kitano medio sabor salada pacote 60 gramas,_RARE_,A categoria '_RARE_' foi utilizada pois não há uma categoria específica para tempero Kitano. 'M' foi expandido para 'Médio' e 'PE' para 'Pacote'.,tempero pronto,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
43b5f3d91c646627568241799cfb5f8280050d7def004f3470d129333a8a8b2a,c8c2be28-ff66-49fb-9ac7-bea28636f038,PROT.SOLAR NIVEA FPS30 200ML GTS PR.SOL.PR.100ML,PROT.SOLAR NIVEA FPS30 200ML GTS PR.SOL.PR.100ML,Protetor Solar Nivea FPS30 200 Mililitros GTS PR.SOL.PR.100ML,protetor solar nivea fps30 200 mililitros gts pr.sol.pr.100ml,_RARE_,A categoria '_RARE_' foi usada por falta de categoria específica para este produto. 'ML' foi expandido para 'Mililitros'. A parte 'GTS PR.SOL.PR.100ML' parece ser um código interno e não foi expandida.,protetor solar,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
0d545d042a136d33698ad701608262a8da6969cdbe767451419455c2d8d4ed9f,c8c2be28-ff66-49fb-9ac7-bea28636f038,PASTILHA COCA COLA TIC TAC 14.5G,PASTILHA COCA COLA TIC TAC 14.5G,Pastilha Coca Cola Tic Tac 14.5 Gramas,pastilha coca cola tic tac 14.5 gramas,_RARE_,A categoria '_RARE_' foi utilizada pois não há uma categoria específica para este produto. 'G' foi expandido para 'Gramas'.,bala,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
3c1743cf593b4021cce7c4e7af2b825fa23bb44652a24c923bcf167fdf5e0da5,c8c2be28-ff66-49fb-9ac7-bea28636f038,QJ PARM G.MESTRI 40G RALADO ZER LAC,QJ PARM G.MESTRI 40G RALADO ZER LAC,Queijo Parmesão Grande Mestri 40 Gramas Ralado Zero Lactose,queijo parmesao grande mestri 40 gramas ralado zero lactose,queijo,"O produto é queijo parmesão ralado. 'G' foi expandido para 'Grande', e 'ZER LAC' para 'Zero Lactose'. A categoria 'queijo' é a mais adequada.",queijo,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
06ca4387e06155f3fda13cac16db4940e19de21d7e57fcba4f6490ca3dd115cb,c8c2be28-ff66-49fb-9ac7-bea28636f038,BARRA CER NUTS ZERO EJOY AVELA CACAU 50G,BARRA CER NUTS ZERO EJOY AVELA CACAU 50G,Barra Cereal Nuts Zero Ejoy Avelã Cacau 50 Gramas,barra cereal nuts zero ejoy avela cacau 50 gramas,barra alimentar,O produto é uma barra de cereais. 'G' foi expandido para 'Gramas'. A categoria 'barra alimentar' é a mais adequada.,barra alimentar,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
490819c63594802ea33d88ae75378f06adf2d6ada9d59fadfaaf0edf25aef684,c8c2be28-ff66-49fb-9ac7-bea28636f038,CAMISETA MC TEX GOLA V BRANCO MMOI22,CAMISETA MC TEX GOLA V BRANCO MMOI22,Camiseta MC Tex Gola V Branco MMOI22,camiseta mc tex gola v branco mmoi22,_RARE_,A categoria '_RARE_' foi utilizada por falta de categoria específica para este produto. MMOI22 parece ser um código interno e não foi expandido.,camiseta,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
ea7bad2304041a83e952ea30b16e1d70e7b4bfd49532b49d53af61508b5b96c5,c8c2be28-ff66-49fb-9ac7-bea28636f038,BOLINHO ANA MARIA 70G GOTAS CHOCOLATE,BOLINHO ANA MARIA 70G GOTAS CHOCOLATE,Bolinho Ana Maria 70 Gramas Gotas Chocolate,bolinho ana maria 70 gramas gotas chocolate,_RARE_,A categoria '_RARE_' foi utilizada por falta de categoria específica para este produto. 'G' foi expandido para 'Gramas'.,padaria e confeitaria industrializado,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
b65fd69a8e1a3e45d590374329a4916fdf941c485d6f2175f178e9145d597211,c8c2be28-ff66-49fb-9ac7-bea28636f038,REFRIGERANTE FANTA LARANJA PET 2.5l,REFRIGERANTE FANTA LARANJA PET 2.5l,Refrigerante Fanta Laranja Garrafa PET 2.5 Litros,refrigerante fanta laranja garrafa pet 2.5 litros,refrigerante,O produto é um refrigerante. 'PET' foi expandido para 'Garrafa PET' e 'l' para 'Litros'. A categoria 'refrigerante' é a mais adequada.,refrigerante,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
b2b45cd9815a1e0a790ebe29e258ca956cc4d01a38435fe9d7af58623da172d7,c8c2be28-ff66-49fb-9ac7-bea28636f038,KETCHUP HEINZ BACON e CEBOLA TB 397G,KETCHUP HEINZ BACON e CEBOLA TB 397G,Ketchup Heinz Bacon e Cebola TB 397 Gramas,ketchup heinz bacon e cebola tb 397 gramas,_RARE_,A categoria '_RARE_' foi utilizada por falta de categoria específica para este produto. 'G' foi expandido para 'Gramas'. TB parece ser um código interno e não foi expandido.,ketchup,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
185be3a0ceaef4775d342d0b142ea3e07037101491dba35fdb1a150cd650a1e7,c8c2be28-ff66-49fb-9ac7-bea28636f038,IOGURTE VIGOR 3 GRAOS MANG/MAR. GF  180G,IOGURTE VIGOR 3 GRAOS MANG/MAR. GF  180G,Iogurte Vigor 3 Grãos Manga/Maracujá GF 180 Gramas,iogurte vigor 3 graos manga/maracuja gf 180 gramas,iogurte,O produto é iogurte. 'G' foi expandido para 'Gramas'. Mang/Mar. foi expandido para Manga/Maracujá. GF parece ser um código interno e não foi expandido.,iogurte,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
8fe1141d8b4dbd34fd06bd261d55d8dc6d485033a0a31551aaedaa550b602eb0,c45209be-dfc8-49e5-a100-39acab5536f5,LAMP ELET KIAN LED A-60 BIVOLT 9W 6.5K,LAMP ELET KIAN LED A-60 BIVOLT 9W 6.5K,Lâmpada Eletrônica Kian LED A-60 Bivolt 9W 6.5K,lampada eletronica kian led a-60 bivolt 9w 6.5k,_RARE_,"Categoria _RARE_ utilizada por se tratar de um produto eletrônico, não presente na lista de categorias fornecida. Não há abreviações para expandir neste caso.",lampada,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
2108ad27e4259c8003ac8ff4ca1e53871b9dbb42574c20153854afca032076ae,c45209be-dfc8-49e5-a100-39acab5536f5,DEO AER MONANGE 90G FLOR LAVANDA,DEO AER MONANGE 90G FLOR LAVANDA,Desodorante Aerosol Monange 90 Gramas Flor Lavanda,desodorante aerosol monange 90 gramas flor lavanda,_RARE_,"Categoria _RARE_ utilizada por se tratar de um produto de higiene pessoal, não presente na lista de categorias fornecida. 'G' foi expandido para 'Gramas'. 'AER' foi interpretado como 'Aerosol'.",desodorante,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
4d0ea7c3833c17a6b57e810e50883013f3fbad9427c8b77ef68eada6552f8935,c45209be-dfc8-49e5-a100-39acab5536f5,GRANOLA MAE TERRA 800G S/ACUC FRUTAS E MEL,GRANOLA MAE TERRA 800G S/ACUC FRUTAS E MEL,Granola Mãe Terra 800 Gramas Sem Açúcar Frutas e Mel,granola mae terra 800 gramas sem acucar frutas e mel,granola,O produto é uma granola. 'G' foi expandido para 'Gramas' e 'S/ACUC' para 'Sem Açúcar'. A categoria 'granola' é a mais adequada.,granola,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
8b4ef5b40f4fda9b91d53a43a07f3271afbe459b2c4dfa5f7a8d4ed168be959a,c45209be-dfc8-49e5-a100-39acab5536f5,TORRADA VISCONTI TRAD SALGAD 120G(CESTA),TORRADA VISCONTI TRAD SALGAD 120G(CESTA),Torrada Visconti Tradicional Salgada 120 Gramas (Cesta),torrada visconti tradicional salgada 120 gramas (cesta),torrada,"O produto é uma torrada. 'TRAD' foi expandido para 'Tradicional', 'G' para 'Gramas'. A categoria 'torrada' é a mais adequada.",torrada,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
17b938abb3ec7ce8811de2131da081f378bbb942ac18663f8147c8464b7ecd3f,c45209be-dfc8-49e5-a100-39acab5536f5,DES SECAR ORIG KIDS AZUL 80G,DES SECAR ORIG KIDS AZUL 80G,Desodorante Secar Original Kids Azul 80 Gramas,desodorante secar original kids azul 80 gramas,_RARE_,"Categoria _RARE_ utilizada por se tratar de um produto de higiene pessoal, não presente na lista de categorias fornecida. 'G' foi expandido para 'Gramas'.",desumidificador,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
566375e09cea3c6b62ce5fd703e2402df3611cdeaa9e26abf120544204bc585d,c45209be-dfc8-49e5-a100-39acab5536f5,REFR GUARANA ACAI VIEIRA ROSSI 350ML,REFR GUARANA ACAI VIEIRA ROSSI 350ML,Refrigerante Guaraná Açaí Vieira Rossi 350 Mililitros,refrigerante guarana acai vieira rossi 350 mililitros,refrigerante,O produto é um refrigerante. 'ML' foi expandido para 'Mililitros'. A categoria 'refrigerante' é a mais adequada.,suco pronto,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
9f451383fc2bf2fe9ca178e9d7cd77eb05d240c0a35cb82046292652b959a07c,c45209be-dfc8-49e5-a100-39acab5536f5,"BEBIDA LACT YOPRO 25g HIG 250ML, M BAUN","BEBIDA LACT YOPRO 25g HIG 250ML, M BAUN","Bebida Láctea Yopro 25g Higiênico 250 Mililitros, Médio Baunilha","bebida lactea yopro 25g higienico 250 mililitros, medio baunilha",bebida lactea,"O produto é uma bebida láctea. 'ML' foi expandido para 'Mililitros', 'G' para 'gramas', 'M' para 'Médio'. A categoria 'bebida lactea' é a mais adequada.",bebida lactea,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
b0452e13a61574d169048120cfb6c220e7ea2b0944f5992db94a86fdbcbd27cb,c45209be-dfc8-49e5-a100-39acab5536f5,PETIT SUISSE DANONINHO 480G-BJ BANANA/MOR/MACA,PETIT SUISSE DANONINHO 480G-BJ BANANA/MOR/MACA,Petit Suisse Danoninho 480 Gramas-Bisnaga Banana/Morango/Maçã,petit suisse danoninho 480 gramas-bisnaga banana/morango/maca,_RARE_,"Categoria _RARE_ utilizada por se tratar de um produto alimentício não presente na lista de categorias fornecida. 'G' foi expandido para 'Gramas', '-BJ' foi interpretado como '-Bisnaga'.",iogurte,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
8c46e2c569dfaad3c46ef7f75707e27fa68c9f87acc75d9e7890bd63d310ef82,c45209be-dfc8-49e5-a100-39acab5536f5,VELA PERF CIGANA VOTIVA SORT,VELA PERF CIGANA VOTIVA SORT,Vela Perfeita Cigana Votiva Sortida,vela perfeita cigana votiva sortida,_RARE_,Categoria _RARE_ utilizada por se tratar de um produto não presente na lista de categorias fornecida. Não há abreviações para expandir neste caso.,vela,gemini-1.5-flash-latest,0.0,v1,DRI_L0size250_Nc119_Seed292,10
