nm_item,nm_product,metric_value_on_eval_set,metric_type,optimization_goal,l0_indices_str
CR D COLGATE 220G TR ACAO,creme dental,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
LEITE PIRACANJUBA Z.LACTP   1LT,leite,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
CERVEJA LAGUNITAS 350ML IPA INDIA PELE,cerveja,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
SALADA FRUTA 250G C/GRANOLA N2,prato pronto,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
OVO VERM ORG FAZ TOCA C/10 MED,ovo,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
AGUARD ADOC JAMEL 965ML,cachaca,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
INSET RAID ELET 45 NOITES  RF C/3,repelente,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
ACAI TROPICAL MIX 2KG,acai,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
FJ FRAD TOZZO 500G,feijao,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
FACA TRAMONTINA CHURRASCO INOX 4 LEME PT,outro utensilio de cozinha,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
QUEIJO TIROLEZ 150GR MUSS LIGHT FAT,queijo,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
SAB PALMOLIVE 85G CARVAO,sabonete,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
LEITE PO DESN MOLICO 280G,leite em po,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
ABS HIG DEFINITY NORMAL C/ABAS C/8,absorvente,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
GOMA DE MANDIOCA ROSA DA GAMA 1 KG,vegetal higienizado e processado,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
VELA S DOMINGOS N-5F CX-8UN,vela,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
BISC RECH OREO CHOC  270G L P-,biscoito,0.07081484152391251,f1_macro_on_full,minimize,"82577,26117,142042,137452,4653,130457,131656,7869,150273,31336,6386,167987,71895,116357,26197,2884,172590,24749,27021,101472,3143,14170,140005,111788,63934,68916,32481,34738,142474,116684,132810,78949,94365,131620,18930,7800,149917,39469,133970,146935,74139,136032,35502,174420,164970,151469,94706,70275,78835,48866,140128,23541,151162,150544,133424,137574,1427,76192,38513,112719,57213,113631,6336,54186,68454,82373,52170,30100,165321,47271,49019,62701,39698,5027,145627,19316,115936,144960,146799,129378,55469,23402,120567,23561,164151,137010,74269,86870,153867,132210,10359,146182,87593,162145,142884,161426,122295,96885,154188,60189,132022,124740,6281,67968,6121,136391,108609,99353,167724,158095,125806,129456,96265,52558,36778,171576,49803,105618,172706,82710,170041,9056,91589,132914,101519,112757,10252,77710,36605,102335,65833,15371,50184,24095,102230,128937,163729,104705,144547,88666,94917,62179,82258,24674,89608,117096,110425,92439,70121,98010,65246,88521,105379,51346,96149,120888,101830,31697,129331,54790,160152,172617,102539,1740,74020,123530,39820,12260,65767,143273,60371,92179,61876,83884,163656,70746,162069,167196,46684,134634,156855,85248,47561,130981,15654,38176,54896,68239,120500,38179,104214,158747,116708,168903,101942,60981,17408,104979,10037,41012,37273,164131,83414,122226,139562,30904,100223,41689,17622,35426,15772,111934,39863,579,48891,130302,115523,70657,166125,85636,122006,33691,80209,170305,87805,53975,109258,173481,128259,128572,113420,63985,108583,87540,154906,36639,67826,96144,68906,148250,92616,148691,122577,95480,114095,169914,93478,30187,36587,99735"
