run_id,l0_target_size,selection_order_in_l0,original_index,text_sample,true_label_sample,assigned_semantic_cluster_id,selection_reason_code,selection_score_value
DRI_L0size30000_Nc622_Seed30042,30000,3459,44448,COENTRO FOLHAS KISAB 8G,coentro,48,intra_novelty_relevance,0.08868428463546038
DRI_L0size30000_Nc622_Seed30042,30000,3460,139378,SALGAD TIRA TEIMA JR CALABRESA 38G,aperitivo,48,intra_novelty_relevance,0.08859711387856577
DRI_L0size30000_Nc622_Seed30042,30000,3461,90026,EPAREMA GUARANA FLAC 10ML HYPERA,outro farma,48,intra_novelty_relevance,0.08730135269689232
DRI_L0size30000_Nc622_Seed30042,30000,3462,42834,COADOR FLANELA MEDEIROS CB/MAD 103 P/MAQ INDL,coador,48,intra_novelty_relevance,0.08672846367542972
DRI_L0size30000_Nc622_Seed30042,30000,3463,71248,MEIA INFANTIL COLORIDA 21 25 FEM,meia,48,intra_novelty_relevance,0.08594515098941559
DRI_L0size30000_Nc622_Seed30042,30000,3464,134006,LENCO MULTIUSO CIF SENSITIVE 36UN,lenco umedecido,48,intra_novelty_relevance,0.08555041225638302
DRI_L0size30000_Nc622_Seed30042,30000,3465,135869,ROLO ADESIVO NOVICA L.M.P.MENOS PE   3UN,outro utensilio de limpeza,48,intra_novelty_relevance,0.08526721224941934
DRI_L0size30000_Nc622_Seed30042,30000,3466,46110,JG CAMA CASAL KREA ESTAMP 3PCS,lencol,48,intra_novelty_relevance,0.08518737055463273
DRI_L0size30000_Nc622_Seed30042,30000,3467,23752,"RALO YANGZI INOX P/PIA 11,5CM",ralo,48,intra_novelty_relevance,0.08449992870915018
DRI_L0size30000_Nc622_Seed30042,30000,3468,154763,SOBREM LAC BATAVO CREAMY CHOCO 360G,iogurte,48,intra_novelty_relevance,0.08410771381620985
DRI_L0size30000_Nc622_Seed30042,30000,3469,130572,"SNACK MARILAN PIT ST 80G, PAST CAR, .",aperitivo,48,intra_novelty_relevance,0.08399239848051142
DRI_L0size30000_Nc622_Seed30042,30000,3470,9632,ESPINAFRE PRA MESA 200GR PC,vegetal congelado,48,intra_novelty_relevance,0.08242126973147544
DRI_L0size30000_Nc622_Seed30042,30000,3471,48919,RINGS DONUTS MELHOR BOCADO FRUT VERM 75g,padaria e confeitaria industrializado,48,intra_novelty_relevance,0.08147319022687874
DRI_L0size30000_Nc622_Seed30042,30000,3472,1152,BLAC MARAVI MGO 900G  900GR,bebida lactea,48,intra_novelty_relevance,0.0813828551915182
DRI_L0size30000_Nc622_Seed30042,30000,3473,84106,CLUB SOCIAL CROST QJ VEG 80G,biscoito,48,intra_novelty_relevance,0.08099427070676586
DRI_L0size30000_Nc622_Seed30042,30000,3474,19489,JOGO DE COPOS SM MARROCOS 350ML,copo,48,intra_novelty_relevance,0.08082669228946344
DRI_L0size30000_Nc622_Seed30042,30000,3475,51945,JAQUETA MASCULINA LK LEVE DOBRAVEL,jaqueta,48,intra_novelty_relevance,0.07962022044993652
DRI_L0size30000_Nc622_Seed30042,30000,3476,65333,BOLACHA RAINHA SAO MIGUEL  PC 220G,biscoito,48,intra_novelty_relevance,0.07925468685906258
DRI_L0size30000_Nc622_Seed30042,30000,3477,71525,FIGO ROXO BANDEJA              BD  300GR,outra fruta,48,intra_novelty_relevance,0.07923173972796284
DRI_L0size30000_Nc622_Seed30042,30000,3478,129360,EMBALAGEM VABENE FRE/MIC.3L     RL 100UN,saco para alimento,48,intra_novelty_relevance,0.07912483470950189
DRI_L0size30000_Nc622_Seed30042,30000,3479,75931,CHIP OI TRIPLO CORTE DSA HLR 19 4G,outro telefonia,48,intra_novelty_relevance,0.07638845564580904
DRI_L0size30000_Nc622_Seed30042,30000,3480,33722,SNAKS DENTASTIX PEDIGREE RACAS MED 25 7G,alimento pet,48,intra_novelty_relevance,0.07594321169071905
DRI_L0size30000_Nc622_Seed30042,30000,3481,28418,MINGAU MAIZENA CREMOGEMA TRAD 380G,preparo de alimento,48,intra_novelty_relevance,0.07564728701747413
DRI_L0size30000_Nc622_Seed30042,30000,3482,40792,FDA DESC BABYSEC ULTRA HIPER M 72UN,fralda,48,intra_novelty_relevance,0.07562597715542164
DRI_L0size30000_Nc622_Seed30042,30000,3483,71262,VIN NAC JURUPINGA SUL 975ML PET BRANCO,vinho nacional,48,intra_novelty_relevance,0.07561788623331099
DRI_L0size30000_Nc622_Seed30042,30000,3484,39359,"CARGA GILLETE MACH3 L4P3 UN, SENS, .",aparelho de barbear e depilatorio,48,intra_novelty_relevance,0.07434917276813766
DRI_L0size30000_Nc622_Seed30042,30000,3485,99800,COLIRIO NEO BRASIL 20ML NEO QUIMICA,outro farma,48,intra_novelty_relevance,0.07400080633719124
DRI_L0size30000_Nc622_Seed30042,30000,3486,44563,SEMENTE REPOLHO 60 DIAS FELTRIN,plantas e sementes,48,intra_novelty_relevance,0.0731583745569614
DRI_L0size30000_Nc622_Seed30042,30000,3487,99957,PLANTA SAMAMBAIA AMERICANA C21,plantas e sementes,48,intra_novelty_relevance,0.07198383116933219
DRI_L0size30000_Nc622_Seed30042,30000,3488,150259,"MATTE LEAO CP 300ML, LIM, .",cha pronto,48,intra_novelty_relevance,0.07088556643600215
DRI_L0size30000_Nc622_Seed30042,30000,3489,48618,REGATA FITNESS FEMININA FILA,regata,48,intra_novelty_relevance,0.0706941770662407
DRI_L0size30000_Nc622_Seed30042,30000,3490,131623,CHINELO RIDER DEDO STREET OLE AD UN,chinelo,48,intra_novelty_relevance,0.07052370774352472
DRI_L0size30000_Nc622_Seed30042,30000,3491,140639,CHEETOS BOLA SUICO 37G,aperitivo,48,intra_novelty_relevance,0.07051561312713586
DRI_L0size30000_Nc622_Seed30042,30000,3492,9200,SABON A.BAC REXONA 84G MULTIVITAMINAS,sabonete,48,intra_novelty_relevance,0.07030259652341495
DRI_L0size30000_Nc622_Seed30042,30000,3493,106391,FD PAMPERS SUPERSEC JUMBO BAG 4UN. XG 64UN,fio dental,48,intra_novelty_relevance,0.07017174873998734
DRI_L0size30000_Nc622_Seed30042,30000,3494,55658,OVINHOS POP CORN 240G SORINI,ovo de pascoa,48,intra_novelty_relevance,0.06989793257762392
DRI_L0size30000_Nc622_Seed30042,30000,3495,18539,BIFINHO SENSATIONS ANGUS E ERVAS F,alimento pet,48,intra_novelty_relevance,0.0698137123295919
DRI_L0size30000_Nc622_Seed30042,30000,3496,42748,COLHER SILICONE CABO MADEIRA SORT OIKOS,talher,48,intra_novelty_relevance,0.0693790043565903
DRI_L0size30000_Nc622_Seed30042,30000,3497,4746,LAMPADA SUPERLED AM OUROLUX 15W 3000K BI,lampada,48,intra_novelty_relevance,0.06923025941366277
DRI_L0size30000_Nc622_Seed30042,30000,3498,16475,SALGADINHO PIRAQUE 100GR PRESUNTO,aperitivo,48,intra_novelty_relevance,0.06849966551851536
DRI_L0size30000_Nc622_Seed30042,30000,3499,28594,D.R.DOVE MEN CARE 50ML CLEAM COMFORT,desodorante,48,intra_novelty_relevance,0.0677426168238545
DRI_L0size30000_Nc622_Seed30042,30000,3500,71865,SCH PUR ONE CAO PROT 85GR,alimento pet,48,intra_novelty_relevance,0.0675195663261558
DRI_L0size30000_Nc622_Seed30042,30000,3501,99597,BISNAG WICKBOLD TRA TURMA DA MONICA 300G,padaria e confeitaria fresca,48,intra_novelty_relevance,0.0665773055386163
DRI_L0size30000_Nc622_Seed30042,30000,3502,50677,FRIGID ANT TRAMONT LORETO 24CM TERRA COTA,outro utensilio de cozinha,48,intra_novelty_relevance,0.066390839230844
DRI_L0size30000_Nc622_Seed30042,30000,3503,97811,TABLETE LACTA LAKA OREO 165G,chocolate,48,intra_novelty_relevance,0.06636870406139143
DRI_L0size30000_Nc622_Seed30042,30000,3504,174517,CH CORES AZ 39 AZUL 39/40,chinelo,48,intra_novelty_relevance,0.06595196647125065
DRI_L0size30000_Nc622_Seed30042,30000,3505,38604,PAPRICA DEF MULTI GOSTO 35G,outro condimento,48,intra_novelty_relevance,0.06566371739502973
DRI_L0size30000_Nc622_Seed30042,30000,3506,43527,"PASTA SOJA PURO SABOR 175g, AZEIT PTA",pate,48,intra_novelty_relevance,0.06543588590714695
DRI_L0size30000_Nc622_Seed30042,30000,3507,142120,AROMAT TRES BARRAS 140ML BAMBU,aromatizador,48,intra_novelty_relevance,0.0650948463423763
DRI_L0size30000_Nc622_Seed30042,30000,3508,96022,TR DECOR AMARELO AMAREL 1UN,toalha,48,intra_novelty_relevance,0.06509098493535212
DRI_L0size30000_Nc622_Seed30042,30000,3509,89171,GOMA DOCILE DOCIGOMA PC 190G SINO SORTIDOS,bala,48,intra_novelty_relevance,0.06485511873876011
DRI_L0size30000_Nc622_Seed30042,30000,3510,95294,KEEP COOLER CLASSIC CITRUS AURORA 275ML,bebida mista,48,intra_novelty_relevance,0.06480767252768449
DRI_L0size30000_Nc622_Seed30042,30000,3511,14194,SALSICHA APERITIVO BORDON 150G,salsicha,48,intra_novelty_relevance,0.0647835687293984
DRI_L0size30000_Nc622_Seed30042,30000,3512,149662,RODO PLAST CONDOR 40CM 1125,rodo,48,intra_novelty_relevance,0.0645464501633783
DRI_L0size30000_Nc622_Seed30042,30000,3513,39183,TUBES REGALIZ HARIBO H.WHEELS B.ICE 80g,bala,48,intra_novelty_relevance,0.06427820715053029
DRI_L0size30000_Nc622_Seed30042,30000,3514,506,MARGARINA PRIMOR 400GR FORNO FOGAO,margarina,48,intra_novelty_relevance,0.06409995973129781
DRI_L0size30000_Nc622_Seed30042,30000,3515,89267,"KIT TRESEMME SH400 COND200ML, HID PRO, .",kit para cabelos,48,intra_novelty_relevance,0.06407040353812835
DRI_L0size30000_Nc622_Seed30042,30000,3516,58947,COMINHO MOIDO CHELLI            TB  40GR,outro condimento,48,intra_novelty_relevance,0.06359625109218436
DRI_L0size30000_Nc622_Seed30042,30000,3517,97469,MOSCATEL ESPUMANTE ALMADEN ROSE DOC,espumante,48,intra_novelty_relevance,0.06338125905805841
DRI_L0size30000_Nc622_Seed30042,30000,3518,37481,ESCOCA RICCA FLEX FAST DRY PINK,escova e pente para cabelo,48,intra_novelty_relevance,0.06334983692564636
DRI_L0size30000_Nc622_Seed30042,30000,3519,106986,CADERNO UNIV CAPA DURA 96 FLS 1 MAT,caderno,48,intra_novelty_relevance,0.0633356900212333
DRI_L0size30000_Nc622_Seed30042,30000,3520,71440,TC SOBR PAULISTA 400 . 400ML,taca,48,intra_novelty_relevance,0.06322552021697071
DRI_L0size30000_Nc622_Seed30042,30000,3521,11906,SUPORTE PRD FIXO UNIV TV 14 84 NI100 ELG,acessorio de video,48,intra_novelty_relevance,0.06315976924374507
DRI_L0size30000_Nc622_Seed30042,30000,3522,114401,BLUSAO CAPUZ FEDERAL MHO CAM0022 FMOI22,blusa,48,intra_novelty_relevance,0.06308478716449084
DRI_L0size30000_Nc622_Seed30042,30000,3523,60673,REFR SODA LIMONADA ANTARCTICA 237ML,refrigerante,48,intra_novelty_relevance,0.06290318635094641
DRI_L0size30000_Nc622_Seed30042,30000,3524,9124,ATADURA CREPE 13F 8CMX1.80M NEVE,outro farma,48,intra_novelty_relevance,0.06229152521797219
DRI_L0size30000_Nc622_Seed30042,30000,3525,25617,PACOQUITA SANTA HELENA DIET 144g,pacoca,48,intra_novelty_relevance,0.06192989397775879
DRI_L0size30000_Nc622_Seed30042,30000,3526,91981,TORRESMO PRONTO TORRESMINAS 70G-PC PIM MEXICANA,aperitivo,48,intra_novelty_relevance,0.06163126529438422
DRI_L0size30000_Nc622_Seed30042,30000,3527,110522,PALETA EM CUBOS MEMBERS MARK,carne bovina,48,intra_novelty_relevance,0.0613995062315058
DRI_L0size30000_Nc622_Seed30042,30000,3528,126281,REFRATARIO CERAMICO RT STAUB PQ VM 20CM,recipientes,48,intra_novelty_relevance,0.06133457363382424
DRI_L0size30000_Nc622_Seed30042,30000,3529,18665,CRM PENTEAR PALMOLIVE NAT KIDS 150ml,creme para pentear,48,intra_novelty_relevance,0.060947901955668356
DRI_L0size30000_Nc622_Seed30042,30000,3530,20543,AL INF CA/LE/MAN NES  115G,alimento pronto de bebe,48,intra_novelty_relevance,0.0609154902465858
DRI_L0size30000_Nc622_Seed30042,30000,3531,25947,PROTETOR DE COLCHAO 200 FIOS QUEEN,outro bazar e departamentos,48,intra_novelty_relevance,0.060902872873541014
DRI_L0size30000_Nc622_Seed30042,30000,3532,151594,BURRITO NACHO LOCO FRAN REQ 112 5G,outro congelado,48,intra_novelty_relevance,0.060725425616178094
DRI_L0size30000_Nc622_Seed30042,30000,3533,21489,KIT ELSEVE LONGO SONHO SH375ML COND170ML,kit para cabelos,48,intra_novelty_relevance,0.06034965517350954
DRI_L0size30000_Nc622_Seed30042,30000,3534,86212,CH CLASSICA BG 37 BEGE/O 37/38,chinelo,48,intra_novelty_relevance,0.060043505290575214
DRI_L0size30000_Nc622_Seed30042,30000,3535,174757,WHEY PROTEIN LINEA HIDRO COOK CRE SC 30G,suplemento alimentar,48,intra_novelty_relevance,0.05906636630575024
DRI_L0size30000_Nc622_Seed30042,30000,3536,1978,"GUARDANAPO SCOTT 24X21,8        PE  50UN",guardanapo,48,intra_novelty_relevance,0.058411217299605966
DRI_L0size30000_Nc622_Seed30042,30000,3537,23863,"NECTAR TIAL 330ML, GOIABA",suco pronto,48,intra_novelty_relevance,0.058360402174697804
DRI_L0size30000_Nc622_Seed30042,30000,3538,12241,VAGEM HOLANDESA ORG ORGANIC WAY 300,vagem,48,intra_novelty_relevance,0.05835607776381955
DRI_L0size30000_Nc622_Seed30042,30000,3539,70443,BOLINHO PANCO BEBEZINHO 210G MORAN,padaria e confeitaria industrializado,48,intra_novelty_relevance,0.05817502506295964
DRI_L0size30000_Nc622_Seed30042,30000,3540,159801,CONHAQUE DREHER GENGIBRE GF 900ML,conhaque,48,intra_novelty_relevance,0.05816241311571465
DRI_L0size30000_Nc622_Seed30042,30000,3541,165341,ORQ DENPHA PRES PT12  PT12,plantas e sementes,48,intra_novelty_relevance,0.058024155756847405
DRI_L0size30000_Nc622_Seed30042,30000,3542,119095,PINHO MM DESINFETANTE 2LT,desinfetante,48,intra_novelty_relevance,0.05782378170611623
DRI_L0size30000_Nc622_Seed30042,30000,3543,36403,NOZ MOSCADA MACTOST MOIDA       CT  20GR,outro condimento,48,intra_novelty_relevance,0.05771730172585795
DRI_L0size30000_Nc622_Seed30042,30000,3544,45709,TOA ALO ALEV BABY 48 ARTE 48,lenco umedecido,48,intra_novelty_relevance,0.057412413649346114
DRI_L0size30000_Nc622_Seed30042,30000,3545,18816,MUFFIN INTEG BAUDUCO CEREALE 35G-PC CACAU/AVEIA,padaria e confeitaria industrializado,48,intra_novelty_relevance,0.0573079812384823
DRI_L0size30000_Nc622_Seed30042,30000,3546,166862,STARBUCKS 12 CAP EXPRESSO ROAST 66G,cafe,48,intra_novelty_relevance,0.057041713539515815
DRI_L0size30000_Nc622_Seed30042,30000,3547,25154,AGUARD PIRASSUNUNGA 51 965ML,cachaca,48,intra_novelty_relevance,0.05690475896750408
DRI_L0size30000_Nc622_Seed30042,30000,3548,142583,INSETICIDA AERO RAID 420M MULT INSE 45 NOITES,inseticida,48,intra_novelty_relevance,0.05685135556867203
DRI_L0size30000_Nc622_Seed30042,30000,3549,66610,DIPIRONA SOD 1G EMS GEN             10CP,outro farma,48,intra_novelty_relevance,0.056394266155572456
DRI_L0size30000_Nc622_Seed30042,30000,3550,37220,LEMON PEPPER SOL DOS ANDES 80G,tempero pronto,48,intra_novelty_relevance,0.0562964030037191
DRI_L0size30000_Nc622_Seed30042,30000,3551,101782,PRESERV LUBRIF JONTEX C3,preservativo,48,intra_novelty_relevance,0.056024969476285415
DRI_L0size30000_Nc622_Seed30042,30000,3552,99121,BOMBONS KINDER SCHOKO 125GR FERRERO,bombom,48,intra_novelty_relevance,0.055758411801685163
DRI_L0size30000_Nc622_Seed30042,30000,3553,7754,TOBRADEX 3 1MG SUSP OFT GTS 5ML ALCON,outro farma,48,intra_novelty_relevance,0.05567875417448489
DRI_L0size30000_Nc622_Seed30042,30000,3554,48396,ROTH REBOOT BLUE BOX,cigarro,48,intra_novelty_relevance,0.05558120768139994
DRI_L0size30000_Nc622_Seed30042,30000,3555,101457,BROWNIE WICKB 30G MINI MEIO AMARGO,padaria e confeitaria industrializado,48,intra_novelty_relevance,0.05548940776363483
DRI_L0size30000_Nc622_Seed30042,30000,3556,37918,GELATO BELLA BACIO DI LATTE 490ML,sorvete,48,intra_novelty_relevance,0.055059543158757836
DRI_L0size30000_Nc622_Seed30042,30000,3557,74406,ENGOV AFTER TANGERINA 250ML HYPERMARCAS,suplemento alimentar,48,intra_novelty_relevance,0.0544510338722705
DRI_L0size30000_Nc622_Seed30042,30000,3558,54505,QUIABO ORG SOLO VIVO 300G BDJ,quiabo,48,intra_novelty_relevance,0.05432946400355192
DRI_L0size30000_Nc622_Seed30042,30000,3559,54002,BIBS STICKS NEUGEBAUER STIKADINHO 32G,chocolate,48,intra_novelty_relevance,0.05415457493766564
DRI_L0size30000_Nc622_Seed30042,30000,3560,129914,RACAO CAT MAX VITA SELECTION CAST 3KG,alimento pet,48,intra_novelty_relevance,0.05393447184856685
DRI_L0size30000_Nc622_Seed30042,30000,3561,123309,"FRAL HUGGIES T PROT HP, C78 GD",fralda,48,intra_novelty_relevance,0.05369098157818748
DRI_L0size30000_Nc622_Seed30042,30000,3562,156599,CONDIC.SEDA 670ML CERAMIDAS TAM.FAMILIA,condicionador,48,intra_novelty_relevance,0.053554696045206455
DRI_L0size30000_Nc622_Seed30042,30000,3563,17997,TALCO ANTISSEPTICO BARLA 140 REGULAR,talco,48,intra_novelty_relevance,0.05349850265930564
DRI_L0size30000_Nc622_Seed30042,30000,3564,36440,MARMITEX 390G FEIJOADA,prato pronto,48,intra_novelty_relevance,0.05347473523589105
DRI_L0size30000_Nc622_Seed30042,30000,3565,108365,MAS PIZ LCH ROMA 270 PR 270G,macarrao,48,intra_novelty_relevance,0.05332258894606422
DRI_L0size30000_Nc622_Seed30042,30000,3566,18182,AVAMYS SPRAY NASAL 27.5MG 120 DOSES GSK,outro farma,48,intra_novelty_relevance,0.05322866095894351
DRI_L0size30000_Nc622_Seed30042,30000,3567,117247,BOWL VIDRO ORIENTAL LYOR 13CM,recipientes,48,intra_novelty_relevance,0.053137847251153836
DRI_L0size30000_Nc622_Seed30042,30000,3568,50322,AG FONT LIF 500 SG  510ML,agua,48,intra_novelty_relevance,0.05311217337113204
DRI_L0size30000_Nc622_Seed30042,30000,3569,19072,SC LX ALM CONFIA 50 AZUL 50L,saco de lixo,48,intra_novelty_relevance,0.0527548956705486
DRI_L0size30000_Nc622_Seed30042,30000,3570,74659,"BACIA OBA 15,7L CRISTAL SANREMO",outro utensilio de cozinha,48,intra_novelty_relevance,0.05240916079430131
DRI_L0size30000_Nc622_Seed30042,30000,3571,147909,CUECA LISTR AVULSA GG,cueca,48,intra_novelty_relevance,0.0521737248428185
DRI_L0size30000_Nc622_Seed30042,30000,3572,53352,CAF VP EF MELITTA 250G,cafe,48,intra_novelty_relevance,0.05209833327605001
DRI_L0size30000_Nc622_Seed30042,30000,3573,60249,QJO PROC POLENGUINHO C4 68G FRESCO CREM,queijo,48,intra_novelty_relevance,0.0519108842461549
DRI_L0size30000_Nc622_Seed30042,30000,3574,128513,FK CONJUNTO UTENSILIO DE NYLON 3 PC,outro utensilio de cozinha,48,intra_novelty_relevance,0.05188751581430063
DRI_L0size30000_Nc622_Seed30042,30000,3575,118701,"SANITIZ BRILHANTE L1,6KG P1,4KG SC",lava roupas,48,intra_novelty_relevance,0.05176264113850511
DRI_L0size30000_Nc622_Seed30042,30000,3576,30492,CHIC MENTOS PURE WHITE 56G,goma de mascar,48,intra_novelty_relevance,0.05145858591426913
DRI_L0size30000_Nc622_Seed30042,30000,3577,53351,MACARRAO NISSIN 99GR TALHARIM BOLONHESA,macarrao,48,intra_novelty_relevance,0.05122475436651494
DRI_L0size30000_Nc622_Seed30042,30000,3578,40571,SNACK KELCAT DUO PEIXE/FIGADO 40G,alimento pet,48,intra_novelty_relevance,0.05089665938642163
DRI_L0size30000_Nc622_Seed30042,30000,3579,34008,PETISCO GATO DREAMIES SALMAO 80G,alimento pet,48,intra_novelty_relevance,0.05084393760940914
DRI_L0size30000_Nc622_Seed30042,30000,3580,31053,SAQUE AZUMA KIRIN SOFT 740ML,saque,48,intra_novelty_relevance,0.05064219941180196
DRI_L0size30000_Nc622_Seed30042,30000,3581,54153,PATAGONIA IPA LN 355ML,cerveja,48,intra_novelty_relevance,0.050587194751752385
DRI_L0size30000_Nc622_Seed30042,30000,3582,3822,DENTALFIX BISNAGA 20 G KLEY HERTZ,fixador de dentadura,48,intra_novelty_relevance,0.05030266747763298
DRI_L0size30000_Nc622_Seed30042,30000,3583,106302,PALITINHO TRIGO ELMA CHIPS STIK CLAS 48g,aperitivo,48,intra_novelty_relevance,0.050301540453245065
DRI_L0size30000_Nc622_Seed30042,30000,3584,116872,PETIT GATEAU MR BEY DIAMA NEGRO 2UN 160G,outro congelado,48,intra_novelty_relevance,0.050184459472521814
DRI_L0size30000_Nc622_Seed30042,30000,3585,90289,SNACKS DOGUITOS RODIZIO LINGUICINHA 45G,alimento pet,48,intra_novelty_relevance,0.049978439679481665
DRI_L0size30000_Nc622_Seed30042,30000,3586,26689,BATAT PALHA SAO BRAZ  80GR,vegetal em palha,48,intra_novelty_relevance,0.04993774435933543
DRI_L0size30000_Nc622_Seed30042,30000,3587,61912,SUCRILHOS KELLOGGS BRIGADEIRO 240g,cereal matinal,48,intra_novelty_relevance,0.04966792973262314
DRI_L0size30000_Nc622_Seed30042,30000,3588,156134,MACAR N MIOJO UFO YAKISSOBA CURRY INDIANO 95g,macarrao,48,intra_novelty_relevance,0.04963346490110162
DRI_L0size30000_Nc622_Seed30042,30000,3589,84942,CH CHARM AR 35 AREIA 35/36,chinelo,48,intra_novelty_relevance,0.04956045601711347
DRI_L0size30000_Nc622_Seed30042,30000,3590,38359,FACA TRAM CHUR IPANEMA VM       AV   1UN,outro utensilio de cozinha,48,intra_novelty_relevance,0.04951583087744048
DRI_L0size30000_Nc622_Seed30042,30000,3591,5659,SANDUICHE NA BAGUETE PTO PERU 250g,prato pronto,48,intra_novelty_relevance,0.049403075696984496
DRI_L0size30000_Nc622_Seed30042,30000,3592,45511,BOLSA TERMICA TERMOGEL 700ML,bolsa termica,48,intra_novelty_relevance,0.04914168344339967
DRI_L0size30000_Nc622_Seed30042,30000,3593,48160,NESC DOLCE GUSTO ESPRESSO 96g 16UN,cafe,48,intra_novelty_relevance,0.04883588902338748
DRI_L0size30000_Nc622_Seed30042,30000,3594,111973,DET TAB MAQ LAVAR LOUCAS SAMY C12 250G,detergente,48,intra_novelty_relevance,0.04870974430776527
DRI_L0size30000_Nc622_Seed30042,30000,3595,158537,BUCHA VEGETAL PONJITA NATURALS,esponja de banho,48,intra_novelty_relevance,0.04860706646727179
DRI_L0size30000_Nc622_Seed30042,30000,3596,132595,ROSCA POLVILHO VO VILZA 60G VEGANO BETERRABA,padaria e confeitaria industrializado,48,intra_novelty_relevance,0.04854017053859239
DRI_L0size30000_Nc622_Seed30042,30000,3597,83538,TYLENOL 750MG JOHNSON STAR POWER    20CP,outro farma,48,intra_novelty_relevance,0.047927462600472696
DRI_L0size30000_Nc622_Seed30042,30000,3598,140562,"GUAR SCOTT DIAADIA 1P 30X26,2 FS GR",guardanapo,48,intra_novelty_relevance,0.0477427727376013
DRI_L0size30000_Nc622_Seed30042,30000,3599,103624,"RC KITEKAT CARN 2KG VERDE 2,7KG",alimento pet,48,intra_novelty_relevance,0.0474986604143835
DRI_L0size30000_Nc622_Seed30042,30000,3600,167197,ESCV DEN SORRISO TRP 123 MACIA,escova de dentes,48,intra_novelty_relevance,0.04744283748051507
DRI_L0size30000_Nc622_Seed30042,30000,3601,148658,PIMEN CALAB DESID KITANO 13G,outro condimento,48,intra_novelty_relevance,0.04740546338223995
DRI_L0size30000_Nc622_Seed30042,30000,3602,59836,COLORIFICO ZUPPA 70GR COLORAU,colorifico,48,intra_novelty_relevance,0.047092610054469464
DRI_L0size30000_Nc622_Seed30042,30000,3603,80186,LUVAS DOMEST M-USO MUCAMBO AMAR GDE -PC UN,luvas de borracha,48,intra_novelty_relevance,0.04682562320411239
DRI_L0size30000_Nc622_Seed30042,30000,3604,129893,BATERIA APAR AUDIT P13 POWERONE,pilha,48,intra_novelty_relevance,0.046821784540220276
DRI_L0size30000_Nc622_Seed30042,30000,3605,108735,JG TALHERES  JANTAR ROYAL VKB PT,talher,48,intra_novelty_relevance,0.04666622781440722
DRI_L0size30000_Nc622_Seed30042,30000,3606,128117,QUINOA REAL VITALIN GRAOS MISTA ORG 250G,sementes,48,intra_novelty_relevance,0.04660649748350357
DRI_L0size30000_Nc622_Seed30042,30000,3607,120913,PRESER. PRUDENCE U.SENSIV.L8P6  PE   8UN,preservativo,48,intra_novelty_relevance,0.04643664682522337
DRI_L0size30000_Nc622_Seed30042,30000,3608,120008,TRIO 1RUC/AGR/ALF CRESP HIDROP EMB,outra verdura,48,intra_novelty_relevance,0.04623832365718427
DRI_L0size30000_Nc622_Seed30042,30000,3609,49625,ALICATE MUNDIAL CUTIC.  522-418 BL   1UN,alicate de unha,48,intra_novelty_relevance,0.04617271465486264
DRI_L0size30000_Nc622_Seed30042,30000,3610,27225,AGRIAO HIDROPONICO SITIO HIROMI UNIDADE,agriao,48,intra_novelty_relevance,0.04613976568417886
DRI_L0size30000_Nc622_Seed30042,30000,3611,27268,HIDRATANTE BODY MILK C2 40  OFF NIV,creme corporal,48,intra_novelty_relevance,0.04606077075263516
DRI_L0size30000_Nc622_Seed30042,30000,3612,72551,PRESERVATIVO SEX FREE BASIC LV8 PG6,preservativo,48,intra_novelty_relevance,0.04595260642301963
DRI_L0size30000_Nc622_Seed30042,30000,3613,70719,LAVITAN AZ MAIS C90 CAPSULAS CIMED,outro farma,48,intra_novelty_relevance,0.045817269243749674
DRI_L0size30000_Nc622_Seed30042,30000,3614,25306,LP AJAX CLORO FLORAL TRANSP 1LT,multiuso,48,intra_novelty_relevance,0.04574703050019215
DRI_L0size30000_Nc622_Seed30042,30000,3615,4817,SWEET CHILLI BOMBAY 385G,molho de pimenta,48,intra_novelty_relevance,0.04565934699542791
DRI_L0size30000_Nc622_Seed30042,30000,3616,102853,TUIA STRICKITA P14  PT14,plantas e sementes,48,intra_novelty_relevance,0.04563614317292338
DRI_L0size30000_Nc622_Seed30042,30000,3617,21069,TOUCA CETIM MARCO BONI DUPLA FACE,outro cosmeticos e perfumaria,48,intra_novelty_relevance,0.04561819258791908
DRI_L0size30000_Nc622_Seed30042,30000,3618,125162,PANUL CAB SAUV TINTO 375ML,vinho importado,48,intra_novelty_relevance,0.04535018296955046
DRI_L0size30000_Nc622_Seed30042,30000,3619,9262,SUNGA COM BOLSO INVISIVEL MASC V23,sunga,48,intra_novelty_relevance,0.045311946661131246
DRI_L0size30000_Nc622_Seed30042,30000,3620,98847,FR HUGG SUP MG G32 VERMEL G32,fralda,48,intra_novelty_relevance,0.04515749795539059
DRI_L0size30000_Nc622_Seed30042,30000,3621,11565,TORR LEV MAGIC TOAST ORIG MARILAN 110G,torrada,48,intra_novelty_relevance,0.044994835066446984
DRI_L0size30000_Nc622_Seed30042,30000,3622,162726,"CONJ DE 5 FACAS,1 TESOURA 1 TABUA",talher,48,intra_novelty_relevance,0.044956639938807615
DRI_L0size30000_Nc622_Seed30042,30000,3623,151969,TAP BAN NEW RET OPP SORT 40X60,tapete,48,intra_novelty_relevance,0.04472440256711881
DRI_L0size30000_Nc622_Seed30042,30000,3624,111093,REMOVEDOR ZULU 60ML,outro produto de limpeza domestica,48,intra_novelty_relevance,0.044687587992790226
