nm_item,nm_product
SAL FRUTA BEN KG,sal
SOPA VONO BATATA/CARNE 18G,preparo para sopa
BISC COOKIE ALPINO 60G,biscoito
KIT PRIMADONNA 200G E GELEIA 180G,geleia
ANDRIODERMOL LIQUIDO C/50ML U.QUIMICA,outro farma
BISC PIRAQUE LEITE DUPLO MALTADO 160g,biscoito
FILE SARDINHA GOMES DA COSTA CX TRAD,proteina em conserva
COCA COLA S/ACUC LTA 350ML C/6 LV PG MEN,refrigerante
UVA VITORIA DOCURA DO VALE      BD 500GR,uva
CAFE STARBUCKS CAPPUCCINO RICKC/12 CPS,cafe
FERMENTO FLESCHMANN LV125 PG100GR INSTANTANEO,fermento
SABONETE EVEN SUAVE ALG.MARINHAS 85g,sabonete
2 ESC DENT TANDY 5,escova de dentes
PURAN T4 37.5MCG C.30 COMPRIMIDOS SANOFI,outro farma
MOLHO SOJA AJI NO SHOYU 150ml,molho shoyu
MAMAO FORMOSA KG,mamao
SAL VERM MARIZA ERVAS FINAS 1.1KG,sal
MASSA SEM ESTRELA PARAFUSO PC 400G,macarrao
LTE ZL SD ITALAC . 1L,leite
PANET BAUDUC 450G MAXI CHOCOTTONE TRUFA,panificacao natal
CRACK INTEGR MARIL 365G,biscoito
PAO PITA BREAD SIRIO PEQ        PE 400GR,padaria e confeitaria industrializado
ALCOOL COPERALCOOL 46 500ML EUCALIPTO,alcool
SAB DOVE ANTIBAC CUIDAePROTEGE ESP.90G,sabonete
ESC DENT CONDOR CONFORT LV2 PG1,escova de dentes
CAMARAO MARIS S/CAB 41/50 COZ.CONG 200G,fruto do mar
ABOBORA JAPONESA ORG HIG 300G,abobora
CARNE MOIDA DE PATINHO SWIFT 900G,inativo
FEIJAO PTO CARREFOUR 1KG,feijao
"AGUA MINERAL PRATA C/GAS 1,5L",agua
VELAS RIO CL MOROABA 30101,vela
PAPEL ALUM FACILITA 30CMX4M,folha de aluminio
LASANHA PETYBON 200G,lasanha congelada
MINI BROWNIE CHOC MEIO AMARGO WB,padaria e confeitaria industrializado
LINGUICA SADIA TOSCANA  LTOSP   PE 950GR,linguica
VINHO TINTO 750ML,vinho nacional
LAYS CLASSICA 153 153G,aperitivo
OVO CHOC DIVINE CHOC BCO C/ COOKIES 285g,ovo de pascoa
"SUCO DEL VALLE 290ML, MANGA, .",suco pronto
PALETA BOV TOP QUALITY (PV) RESF     KG,carne bovina
CIGARRO LUCKY STRIKE BLUE KS BOX OR C/20,cigarro
MIST BOLO FLEISCMANN LIMAO CREM PCT 390G,preparo para bolo
C D CLOSE UP GEL 90G BLACK,creme dental
AZ RUSTICO CIRIO 500ML,azeite de oliva
CR DENT SORRISO DENTES BCOS 4UN 90G,creme dental
MAIONESE LIZA 472G SC TRADICIONAL,maionese
SAB LIQ DOVE 250ML NUTR PROFUND,sabonete liquido
ATUM SOLIDO CRUSOE OLEO 170G,proteina em conserva
FDA DESC BABYSEC ULTRA JUMBINHO G 16UN,fralda
LEITE FERM TETRA CHAMYTO UVA 80G,leite fermentado
NESQUIK MORANG LTA 200G,modificadores de leite
CASTANHA DO PARA S CASCA 150G,"nozes, castanhas e outras oleaginosas"
PP SALG LOPES 100G  REQUEIJAO,aperitivo
VHO CORVO ROSSO IGT 750ML,vinho importado
"SALG DORITOS 45G, QJO NACHO, .",aperitivo
GUARD QUICK FL DUPLA 19.5X19.5CM C/50,guardanapo
DESINF CRF ESSENTIAL PINHO E LIM 1L,desinfetante
NESCAU CERMAT 60 MENOS ACUCAR 200G,cereal matinal
SALAME CASA BASCA 100G SERRANO ESPANHOL,salame
ENERGETICO TSUNAMI 269ML LT MELANCIA,energetico
CHA SCHNEIDER PROCHIMACHA TRAD POTE 30g,cha pronto
CERV TYGER 350ML LT,cerveja
LAVA ROUPA LIQ BRILHAN HIGIENE TOTAL,lava roupas
CHOC LACTA LAKA                 BR 165G,chocolate
TAPETE VINIL LIGHT KAPAZI PRETO 40X60,tapete
CS BLUSA MC VISCO LISA BCO FLAM V23,blusa
ATUM GOMES COSTA SOLIDO OLEO 170g,proteina em conserva
SABONETE ELITE 85G REVIGORANTE,sabonete
BISC VISCONTI WAFER MOR 120g,biscoito
BISC CREAM CRACKER FABISE PT 350g,biscoito
LIMP DESENG CIF COZINHA 500ML,desengordurante
CR DENT SORRISO 140G 2 EM 1,creme dental
GELATINA SOL MORANGO 25G SCH,gelatina
BL CHOC QUATA MARROM 1L,bebida lactea
LAVA ROU BRILUX LAVANDA SH 700ML,lava roupas
LIMP COZ VEJA 400ML RF ECON,multiuso
PANO MULTIUSO AMA 36X40 ALKLIN,pano para limpeza
LINGUICA PAMPLONA 1KG CALABRESA FATIADA,linguica
CIG ROTHMANS RED 1MC,cigarro
MASSA FILLO AROSA 300G,massa fresca
LEITE PO DESN INST ITALAC 200G SCH,leite em po
GATORADE LARANJA PET 500ML,isotonico
ERVILHA/MILHO QUERO TP 170G,milho verde e ervilha em conserva
G AC MEFENAMICO 500MG C/24 COMP EMS,outro farma
MIRTILO IMPORTADO REFRIGERADO BDJ 125G,outra fruta
MIST BOLO SAO BRAZ PC 400G CHOCOLATE,preparo para bolo
LOMBO SUINO SEARA TEMPERADO CONG      KG,carne suina
CAMARAO INT CONG CAMANOR AG 50/60 KG,fruto do mar
BALA MON CHOU BANANA PT 150G,bala
ALIM GATOS FRISKIES FILHOTE 1KG,alimento pet
CERA LIQ TRIEX ROUXINOL 750ML BCA,produto de limpeza de piso
BEB MISTA MIKES HARD LEMONADE  GFA 275ML,bebida mista
CAFE PILAO AROMA DECAF AVAC 25,cafe
CR DENT SORRISO TRIPLA LIMPEZ 120G,creme dental
CHICLE BUBBALOO 50G C/10 T FRUTTI,goma de mascar
SHA TIO NACHO CLAREADOR 415ML,shampoo
CERA BRILHO FACIL 750ML  INCOLOR,produto de limpeza de piso
DESOD AERO BOZZANO ANTI S PERF 150ML,desodorante
REFRESCO PO CLIGHT 8G LIMONADA,preparo para suco
BATATA PALHA ELMA CHIPS 205G EXTRA FINA,vegetal em palha
FEIJAO CARIOCA DONA DE 1kg,feijao
BARRA CEREAL MIXED NUTS ORIG 60G,barra alimentar
BATATA PALHA VISCONTI EXTR.FINA 100G,vegetal em palha
CORACAO FGO RESF BDJ BDJ ESSE,carne de ave
BISC PIRAQUE 215G AGUA/GERG,biscoito
FILE PEITO FRANGO NOBRE RESF     BJ 700G,carne de ave
RICHESTER AMORI WAFER CHOC 80G,biscoito
GELATINA DR.OETKER LIMAO 4X20G,gelatina
VELA RECHO AROMAT LAVANDA,vela
PENNE ADRIA GRANO DURO INT 500g,macarrao
FILE PEITO FGO SADIA BIO 1KG,carne de ave
OREGANO KITANO 15g,oregano
CERV PATAGONIA PILSENER 355,cerveja
RAVIOLI ITALIANY FGO 250g,massa fresca
STROGONOFF FGO SADIA 500G,macarrao
REFR PO VILMA 110G-PC LAR,preparo para suco
"DESOD DOVE 150ML AERO FEM, LAVANDA",desodorante
CIG ROTHMANS BLUE BX,cigarro
KIT 2 CUECAS BOXER ALGODAO TAM M,cueca
REQUEIJAO CATUPIRY 420GR CREMOSO,requeijao
EXTR DE TOM CEB/ALH  ELEFANTE 340G,extrato de tomate
FRANGO PERDIGAO COZIDO DEF.KG,prato pronto
GRAN ZERO KOBBER 800G,cereal matinal
CHA PRENDA MISTO MORANGO        CX  20GR,cha por infusao
BANANA KG OURO,banana
"GARFO TRAMONTINA MESA LEME 23182, VERM",talher
SALS H DOG PERDIG KG KG,salsicha
CREME DE LEITE TIROL TP 200G,creme de leite
QJ CAMENBERT PRESIDENTE     LT 125G,queijo
COND MONANGE 325ML LISOS TE QUERO,condicionador
BEB AMEND SILK ORIG TP 500ML,outra bebida
MAIONESE LIMAO ODERICH 170G,maionese
LEITE COCO LIGHT SOCOCO VD 200ML,leite de coco
BISC RICHESTER AMORI WAFER CHOC 80g,biscoito
CAFE LEITE 3CORACOES RF 100G,cafe
LIMP PES VEJA X14 CLORO 1L 20DESC,multiuso
SAB GRANADO TERAPEUT 90G LAVANDA,sabonete
VENT ARNO VD40 2  220V,ventilador
BISC NESFIT INTEG MULTICEREAIS 126G,biscoito
LEITE FERM BETANIA DESNATADO 170G,leite fermentado
MORANGO BDJA 250G,morango
IOG GREGO VIGOR 90G  BLUEBERRY,iogurte
DETERG LIQ YPE 500ML NEUTRO,detergente
EMB.SACO PRESENTE TRANSP. 30X45 AV   1UN,embalagem de presente
"MOLHO TOMATE MARATA 340G, BOLONHESA",molho de tomate
BIBS AO LEITE POUCH AZUL C 120G,chocolate
BOLO BAUDUCCO CHOCOLATE            280G,padaria e confeitaria industrializado
ENERGETICO ENERUP 2L,energetico
BATATA STRIKE PC 45G OND CHURRASCO,aperitivo
PURIF AERO GLADE FRESCOR RF 3UN 12ML,aromatizador
SACHE PEDIGREE FRANGO 18X100G,alimento pet
LIMP SAPON CREM YPE 300ML ORIG,saponaceo
G CL PROMETAZINA 25MG C/20 COMP TEUTO,outro farma
PURIF AR AUTO GLADE CEU FLOR AP RF12ML,aromatizador
LEITE NINHO NESTLE 750G PO INTEGRAL SACHET,leite em po
LEITE LATVIDA DESNATADO         TP   1LT,leite
MILKA WHOLE. HAZ. 100G,chocolate
AVELA KG C/CASCA,"nozes, castanhas e outras oleaginosas"
REFRIG ANTARCT 2L PET GUARANA,refrigerante
MOLHO TOMATE KNORR MANJERICAO SACH 300G,molho de tomate
AZEITE EXTRA VIRGEM GOLD HILIOS 1LT,azeite de oliva
MASSA DA FAMILIA CASEIRA PC 500G TALHARIM,macarrao
CHOC LACTA OVO RECH DIAMANTE NEGRO   54G,chocolate
CJ CABIDE CRFH HO301906 VELUDO MTA 5UN,cabide
SUCO NECTAR S ACU DEL VALLE CAJU TP 1L,suco pronto
PAO HAMBURGER IRMA DULCE 500G,padaria e confeitaria industrializado
IOG INT NAT SEM ACUCAR DANONE 160G,iogurte
AGUA MINERAL SAO LOURENCO C/GAS FC 510ML,agua
"BISC WAFER TRIGOLINO 115g, MORANGO",biscoito
MANGA ROSA KG,manga
"RACAO PEDIGREE EQUILIBRIO 1Kg, RACAS PEQ",alimento pet
CHEETOS ELMA CHIPS LUA 45g,aperitivo
CD COLGT TRIP HORT HORTEL 90G,creme dental
SALG BATATA RUST LAYS 68G CREAM CHEESE,aperitivo
"LEITE HIDR PAIXAO 200ML, INSPIRADORA",creme corporal
CEREAL BARRA NUTRY AVELA/CHOC 22g,barra alimentar
DESINF LAV LYSOFORM SPRAY 360ML,desinfetante
CALDO ARISCO 114G CARNE,caldo industrializado
BISC MABEL ROSCA NATA 350G,biscoito
LOMBO COND CARDEAL FAT 150G,carne suina
MANTEIGA MOCOCA C/SAL LT 200G,manteiga
IND PAO SN 200G CENOURA,padaria e confeitaria fresca
"BALA DORI 150g, IOGURTE",bala
LINGUICA S.CATARINA TIPO TOSCANAAV    KG,linguica
MILHARINA QUAKER 500G,farinha de milho
PANETTONE FRUTA 400G BAUDUCCO,panificacao natal
FEIJAO PRETO TURQUESA T1 PC 1KG,feijao
REQ  CREM LIGHT DANUBIO 220G,requeijao
PENNE M PARISIENSE PERDIGAO 300GR,outro congelado
CHIC MENTOS MORG MACA FRAMB 8.5G,goma de mascar
CANJIQUINHA PINK 500G-PC,canjica
ESPINAFRE IRMAOS VIERA MH,espinafre
ROSEIRA MINI PRE P14  PT14,plantas e sementes
"LAMEN RICHESTER YOI 74.3, GALINHA CAIP",macarrao
AVE FIESTA ORGAN KG KG,carne de ave sazonal
SACO DE LIXO BRILHUS 30L C/30,saco de lixo
ADEFORTE SOL ORAL C/ 1 AMPOLA 3ML GROSS,outro farma
DESINF.PINHO SOL 1L LAV/MELALEUCA NAT.ESSENTIALS,desinfetante
PAO FRANCES PRE-ASSADO MINI CONG KG,padaria e confeitaria fresca
STEAK AURORA GRANEL 100G,proteina congelada
CEREAL NTLE NESCAU 270G,cereal matinal
COLOMBA MAXI BAUDUCCO MOUSSE CHOCO 600G,panificacao pascoa
BISC WAFER TAGO 260G CHOC,biscoito
TEMP MAGGI NATUSABOR TOMA ERVAS 40G,tempero pronto
ATUM PREZUNIC RALADO EM AGUA 170G,proteina em conserva
NESTON NESTLE 3 CEREAIS SACHE 600G,modificadores de leite
SALM HAMB SEARA 100G  100G,salame
MARMITEX 560G MAMINHA AO ALHO,prato pronto
CORPUS DANONE MORANGO           BD  540G,iogurte
PUDIM PO ROYAL 50G CHOC,preparo para pudim
LEITE PO NUTRIWAY INTEGRAL INSTANT 350g,leite em po
BATATA LAYS AM BARB 80G,aperitivo
LIMP DESENGT VEJA 500ML PG 400ML,desengordurante
VODKA ABSOLUT NATUR  1L,vodca
"DESOD DOVE 50ML ROL FEM, INV DRY",desodorante
CUCA SABOR CASEIRO ITAL TRAD 500G,outro doce
BISC MAIZENA RANCHEIRO 300g,biscoito
PRESUNTO FRIATO FRAC 200g,presunto
KIMILHO YOKI                    PCT 500G,farinha de milho
CERVEJA GOOSE ISLAND IPA MIDWAY LN 355ML,cerveja
LEITE A BELA VISTA       GFA 1000ML,leite
"MAC BASILAR 500G SEM, PARAFUSO",macarrao
"BISC HOT CRACKER RECH 150, PEITO DE PERU",biscoito
ARROZ BCO PAINHO T1 5KG,arroz
ENERG VIBE LT 269ML,energetico
BENEGRIP C 06 COMPRIMIDOS  HYPERA,outro farma
SALG E.CH DORITOS 300G QJ NACHO,aperitivo
CHA VERDE LIMAO ANTIOXIDANTE LEAO 450ML,cha pronto
MAXALGINA 1G CPR C 10 NATULAB,outro farma
CAFE VACUO EX FORTE MELITTA 250g,cafe
SACO LIXO BYE BYE LIXO 60UN PERFD PIA/BANHEIRO,saco de lixo
SABAO PO TIXAN 2KG ANTIBAC,lava roupas
"SOPAO KNORR 195G, CARNE/MAC",preparo para sopa
AGNOLINE NOSSA MASSA 400GR FRANGO,massa fresca
SAB. PALMOLIVE SUAVE COCO/ALGOD.PE 150GR,sabonete
AMENDOIM CROCANTE CEB/SALSA PETIZ 500G,amendoim
PRATO DESC BOMPACK PREM 15CM C/10 ROSA,prato descartavel
BISC WAFER AYMORE 115G-PC LIMAO,biscoito
INSET AEROGARD AEREO 280ML,inseticida
ROLE FGO TRADICONAL CG 450G,empanado congelado
MIST CAPPUC CLAS 3CORACOES PT 200G,cafe
CER MAT KELLOGGS CORN FLAKES CX 200G,cereal matinal
PURE FRUTAS NESTLE NATURNE PERA/MANG 99G,outro doce
ROSQUINHA GIASSI S/G.POLVILHO   PE 140GR,biscoito
"SUCO DEL VALLE 1L, MAIS UVA, .",suco pronto
RACAO WHISKAS SC 7  CARNE       SC  85GR,alimento pet
PICOLE BATON MULTIPACK 270GR,picole
"SALGADINHO TRIGO TORCIDA 70g, PAO ALHO",aperitivo
FEIJAO CARIOCA PRONTO CAMIL 490G,feijao
PAO LEITE PANCO 500G,padaria e confeitaria industrializado
"COALHADA NESTLE ADOC 140g, INTEGRAL",iogurte
LAVA ROU TIXAN PRIMAVERA 1L,lava roupas
"SANITIZANTE PO SURF 800G, LIMAO/BIC",lava roupas
ENFAMIL PREMIUM 1 800G,formula lactea
MINI BROWNIE JACQUET 30G C/ AVELA,padaria e confeitaria industrializado
REQUEIJAO LIGHT CATUPIRY CP 500G,requeijao
CLAVULIN 500MG C/30 COMPRIMIDOS GSK,outro farma
BEB LACT WHEY 15 YOBEM 250ML BANANA,bebida lactea
NALDECON NOITE C/4 COMP HOSP RECKITT,outro farma
MASSA FURADINHO ALD PIRAQUE 500G,macarrao
CAFE MELITTA 500G TRAD,cafe
AMEND DESC SALGADO YOKI 500G,amendoim
AZEITONA VERDE RAIOLA SC 100G  CC,azeitona
CLENIL A C/10 FLACONETES CHIESI,outro farma
UVA PASSA LA VIOLETERA BRANCA 100G,fruta seca
MILHO PIP GRAO YOKI 500G-PC AMAR,milho para pipoca
GELATINA BOCA DORI 85G,bala
VHO DUC VELABON BORDEAUX TTO 750 ML,vinho importado
"COOK BAUDUCCO 60G, ORIGINAL, .",biscoito
ESPINAFRE CONG PRATIGEL 350G,vegetal congelado
MANTA QUEEN TEX B54SSBRS1764 OI22 VDE,cobertor
PEDRA SANITARIA SAMPA CLEAN 25G,pedra sanitaria
BEBIDA AVEIA NUDE 1LT BARISTA,outra bebida vegetal
CALDO MAGGI GALINHA 57G,caldo industrializado
DESINF PINHO TROP 1LT 10 DESC LAVANDA,desinfetante
VENTILADOR VENTISOL ECONOM 40CM PT 127V,ventilador
FGO INT RF KG GSP KG,carne de ave
ALVEJANTE AQUAFAST 5L S/CLORO,alvejante
ESPONJA SCOTCH BRITE C 1  M USO,esponja
IOGURTE SALUBI COCO             GF 1230G,iogurte
MARG CREM CLAYBOM SS 500G,margarina
IOG ACTIVIA CAFE MANHA LINHACA,iogurte
CERVEJA ANTARCTICA PIL. LT 350ML,cerveja
REQUEIJAO CATUPIRY CREM CHEDDAR 250G,requeijao
MORT C/T EXCELS 500G PR 500G,mortadela
LA ACO ASSOLAN C8,palha de aco
SAB FRANCIS LUXO CX 90G BRANCO,sabonete
MISTURA P/BOLO DONA BENTA CHOC/AVEL 450G,preparo para bolo
BOLO PULLMAN 250G  GOTAS CHOC,padaria e confeitaria industrializado
SUSPIRO BISCOITONE 200G,suspiro
BEB ENERG BALY FRUTAS TOPICAIS LT 473ml,energetico
G TRIANCINOLONA ACETONIDA 1MG 10G EURO,outro farma
BISC.TODDY 100G RECH. MORANGO,biscoito
SABAO BARRA VANISH TIRA MANCHA WHITE 75G,sabao em pedra
SABONETE DOVE BABY 75G,sabonete
LASANHA 4 QJOS SEARA 600G,suspiro
MOLHO TOM HEMMER TRAD SC 300G,molho de tomate
PROT CAREFREE C/15 TODO DIA NEUTRA S/FRAG,absorvente
IOG GREGO SOBREMESAS ITAMBE 540g,iogurte
REFR GUARANITA GUARANA CIBAL 600ML,refrigerante
COLOMBA BAUDUCCO FRUTAS CX 500G,panificacao pascoa
"BEB SOJA ADES 200ML, PESSEGO",bebida de soja
PAO SEVEN BOYS PREMIUM CAST/NOZES 450g,padaria e confeitaria industrializado
SNACK ORG TRIBOS MAE TERRA AZEITE 25G,aperitivo
EXTRATO TOMATE PRAMESA LT 840G,extrato de tomate
PERA ROCHA  500G,pera
MARG CREMOSY 50  C/S 500g,margarina
LEITE L VIDA CEMIL DESN 1L,leite
MASCARA TRAT ALYNE REPARACAO TOT. 400g,tratamento capilar
REP OFF FAMILY  100ML,repelente corporal
COXA FRANGO SADIA CONG BJ 1kg,carne de ave
ALIM CAO PEDIGREE DENT STI RM C/3 PCT77G,alimento pet
"MIST BOLO FLEISCHMAN 390G, AIPIM, .",preparo para bolo
BISC RECH NEGRESCO PC 90G BAUNILHA,biscoito
SABONETE PROTEX SUAVE 85g,sabonete
MAC OVOS CASE N2 MOSMANN 500g,macarrao
CHA LEAO ICE TEA 300ML PESSEGO,cha pronto
MEIO ASA FGO SADIA APER 1KG,carne de ave
POSTA DE TILAPIA AURORA 400G,peixe
BEB C/SUCO FR SHOOT 150ML LARANJA,suco pronto
RIVOTRIL 0.5MG C/30 COMPR. PSICO FQM,outro farma
BALA DORI GOMA FRUTAS SORT C/8 32G,bala
SOB AERADA DAMASCO DANUBIO 100G,iogurte
LAV ROUP LIQ TIXAN YPE PRIMAVERA SACHET 1L,lava roupas
SALG CHEETOS 130GR MIX UPS,aperitivo
GELEIA ZERO PREM FRAMBOESA HOMEMADE 250G,geleia
PERA WILLIANS IMP GIFFARD KG,pera
DOCE FR CBS ABACAXI 400g,outro doce
IOG LIQ ITAMBE S/LACT 170G COCO,iogurte
M T SALSARETTI SACHE TRAD 300G,molho de tomate
"SABAO PO TIXAN L2KG P1,900G MACIEZ",lava roupas
E MATE VAC S/ACUC 1KG,erva mate
CERVEJA ITAIPAVA LONG NECK 250ML,cerveja
CARNE MOIDA BOVINA SUPREMA CONG 500G,carne bovina
REFRIG PEPSI COLA                 PET 1L,refrigerante
FILTRO DE PAPEL BRIGITTA 102 C/30 UN,coador
PEDRA SANIT PATO 25 DESC LAVANDA,pedra sanitaria
LIMP VEJA 500ML LIMP PES 20  DESC ORIG,multiuso
PACOCA FALEX 350G ROLHA,pacoca
CERVEJA BADEN BADEN 350ML LT GOLDEN,cerveja
IOG NAT LIQ VIGOR ZERO 100G 3GRAOS MOR,iogurte
HB ANGUS INNAT 360G 360G,carne bovina
SAB PALMOLIVE NAT SENS PURI CARVAO 150G,sabonete
DOGUINHO JD COQUETEL KG,padaria e confeitaria fresca
"ROSQ COCO GAMELE 400,00",padaria e confeitaria industrializado
MAC CASE TALHARIM SACCIALI 500G,macarrao
CHIC MENTOS REFIL WINTERGREEN 56G,goma de mascar
MACAR RENATA INST CARNE 85g,macarrao
BISC OREO RECH BAUNILHA PCT 270G LV  PG-,biscoito
PANO PRATO MULTICLEAN ESP 67X44,pano para limpeza
PICOLE KIBON MAGNUM COOKIES CREAM 100ML,picole
MISTURA BOLO OETKER CREMO.CHOC. PE  300G,preparo para bolo
CHOC TAB GAROTO CORES 80G,chocolate
CERV FRUT BADEN 350ML,cerveja
BISC VITARELLA AGUA E SAL 400G,biscoito
DESOD AER NIVEA 150ML DRY REGULAR,desodorante
TACA VD DIAMOND 340ML LILAS,taca
BEB LAC MINAS MILK 120G-SC PESSEGO,iogurte
CEREAL NESFIT MEL AMEND 220G,cereal matinal
SH MONANGE LISOS TE QUERO 325ml,shampoo
REFRIG. AGUA DA SERRA LARANJIN. FC   1LT,refrigerante
CREAM CHEESE DANUBIO TRAD           150G,queijo cremoso
GEL ANTISSEPTICO GIOVANNA BABY BLU 500ML,gel antisseptico para maos
LUVA BRILHUS M USO P RFBT2080P UN,luvas de borracha
NECTAR MAGUARY 1L TANGERINA,suco pronto
"CHOC SNICKERS 100 CALORIAS 21,5g",chocolate
NECT MAGUARY MACA TP 1L,suco pronto
ABOBRINHA JAPONESA HIG CRFO 250g,vegetal higienizado e processado
"BATATA MC CAIN AO FORNO 600G, TRADIC, .",batata congelada
FGO PEITO CERATTI PC COZIDO DEF KG,carne de ave
FILE TILAPIA 500G,peixe
COND SEDA 325ML SOS CERAMIDAS,condicionador
SWISS ALPS CHOC BRAN  100G,chocolate
SUCO BASIC GREENPEOP BETERR LRJ E C,suco pronto
LEITE L VIDA SEMI DESN GRF SHEFA 1L,leite
SORV EXCL NAPOLITANO ESP NESTLE 1.5L,sorvete
SOBREM BATAVO PUDIM 200G DOCE LEITE,iogurte
BISC RECH BONO 126G CHOCOLATE,biscoito
PETIT GATEAU CHOCOLATE SWIFT 240G,outro congelado
CAFE SOLUVEL PELE 100G,cafe
COLHER TRAM CHA LGNA            AV   1UN,talher
"BISC VITARELLA TORT 140g, LIMAO",biscoito
"AMACIANTE YPE TERNURA L2/P1,6L",amaciante
CR DENT SORRISO HERBAL VERDE 140G,creme dental
NORIPURUM GOTAS C/30ML TAKEDA,outro farma
SH CLEAR 200ML A.CASP ICE C. MHENTOL,shampoo
BISC ISABELA GERGILIM           PCT 350G,biscoito
BIG CHICKEN PERDIGAO TRAD.INST.1KG,empanado congelado
"ACHOC PO TODDY ORIGINAL SCH 1,020KG",achocolatado
LEITE COND ITALAC . 395G,leite condensado
"IOG GOIANINHO 110G, PESSEGO",iogurte
LINGUICA MERCI CHURASCO SUINA CONG 700g,linguica
CAFE 3CORACOES C/LEITE LT 300G,cafe
AGUARDENTE PITU LATA 473ML,cachaca
SALG TORCIDA CALABRESA 38G,aperitivo
SORV KIBON FR TROP ABAC COCO FLOC 2L,sorvete
OVOS GBARBOSA BCO GDE C/12,ovo
AVEIA MAE TERRA 170G INT FLOC,aveia e seus derivados
BEBIDA DE SOJA ADES UVA 1L,bebida de soja
BEB VEG NOT MILK 250ML CAFE CARAMELO,outra bebida vegetal
PRATO DESC FC FDO TRANSP 21CM C/10,prato descartavel
SALGAD OKOSHI ROZEN TOMATE 50G,aperitivo
BISC SALG NESFIT INT ORIG 126G,biscoito
BEB LACTEA FERM ELEGE 540G MORANGO,bebida lactea
RACAO NAT WHISKAS ADULTO SALMAO 2 7KG,alimento pet
BEB AVEIA NUDE ORGANICA BAUNILHA      1L,outra bebida
MANT EX C SAL QUALY  POTE 200G (RB),manteiga
SH INF JOHNSON BABY 200ML-PET CAB CACH,shampoo infantil
FIGADO FGO AVE SERRA RESF BDJ 700g,carne de ave
"TALCO TENYS PE BARUEL 100G, CANFORADO",talco
PIPOCA TIPO AMERICANA KODILAR 500G,pipoca pronta
CEREAL BARRA RITTER BANANA C/CHOC 75g,barra alimentar
SABONETE BIOCREMA EXPERT 90G,sabonete
"AG SG DA PEDRA 1,5L",agua
ESPONJA LIMPPANO RAYUM COLORS 3UN,esponja
BEB MISTA XEQUE 310ML-LT MATE RUM,bebida mista
IOG NESFIT PROB GF LIQ AMEIXA 850g,iogurte
BISC MAIZENA FORTALEZA PC 350G TRAD,biscoito
QJO COTTAGE TIROLEZ 400G,queijo
CHA ICE TEA PESSEGO 300ml,cha pronto
LEITE FERM DANONINHO C/6 GF 75G,iogurte
ACUCAR CANA REAL DEMERARA PC 1KG,acucar
ESC DENT ORAL B KIDS MICKEY UN,escova de dentes
LINGUICA TOSCANA AURORA SINGLE KG,linguica
BEB C/SUCO MAGUARY 1L UVA,suco pronto
CAF TRD PC CONFIARE 500GR,cafe
MAC SEMOLA KNORR 500G NINHO,macarrao
ATUM COQUEIRO SOLIDO NATURAL    LT 170GR,proteina em conserva
CERVEJA IMPERIO 350ML LT PURO MALTE,cerveja
IOGURTE BATAVO MORANGO          GFA 900G,iogurte
ABS S LIVRE ADAPT PL NO/DI SV C/AB C/8 UN,absorvente
SALGADINHO APERITIVO CARREFOUR PIZ 50g,aperitivo
BATATA LISA LAYS CLASSICA       PE   80G,aperitivo
SALG TORCIDA CHURRASCO           PCT 45G,aperitivo
PASSATA LA MOLISANA 690G,molho de tomate
AZEITE ESPANHOL BORGES 250ML EXT VIRGEM,azeite de oliva
BATATA RUFFLES 40G ONDULADA ORIGINAL,aperitivo
ADES MORANGO  200ML,suco pronto
PAEZINHOS INTEG VALE SOL 300G-CAST /NOZES,padaria e confeitaria industrializado
OVO CHOC ARCOR TORTUGUITA HEADSET 100G,ovo de pascoa
"AGUA MINERAL SFERRIE 1,5L S/GAS",agua
FRALDA DESC PAMPERS C S MEGA  G C 38,fralda
AMAC ROUPA DOWNY CONC BRISA 1.5L GTS250,amaciante
"PETISCO DREAMIES PEDIGREE 40G, CARNE, .",alimento pet
BISC RICHESTER AGUA E SAL SUPE 400g,biscoito
AGUA TONICA ANTARCTICA ZERO LT 269ML,agua tonica
DESINF VEJA PINHO 980ML GRATIS 15  DESC,desinfetante
SALSA LOVATTI HIDR UN,salsa
AGUA COCO AQUA COCO PASTEURIZADA GF 1L,agua de coco
VINAGRE MINHOTO MACA L500P450ML,vinagre
CONTRA FILE MINERVA PECA KG,carne bovina
UVA VERMELHA SEM SEMENTE 500G,uva
ORQUIDEAS VARIADAS P12,plantas e sementes
BISC RECH BONO 109G DOCE LEITE,biscoito
PAO 100  INTEGRAL MASSALEVE 500g,padaria e confeitaria industrializado
MARGARINA VIGOR S SAL 500G,margarina
BATATA ROSA KG,batata
"ABSORV SMP LIVRE C/32, SECA L P-",absorvente
REFR PO CAMP UVA ENV 15G,preparo para suco
CEBOLA CONSERVA 1KG FUGITA,cebola
PANETONE VISCONTI GOTAS CHOC 400G,panificacao natal
COLORIFICO NORDESTINO PC 100G,colorifico
MASSA CAPELLE PRE-PIZZA         PE 200GR,massa de pizza
TWININGS CHA FRUTAS SILV 20G 10SCH,cha por infusao
CHOC SNICKERS C2 78G,chocolate
ORG TQ ORG BANANA PRATA PROX KG,banana
MACA RED KG,maca
LEITE L VIDA PIA SEMI DESN 1L,leite
CERV MOEMA LT 350ML,cerveja
PITEIRA BEM BOLADO POP SLIM,cigarro
