nm_item,nm_product,metric_value,metric_type,optimization_goal,l0_indices_str
CERV IMPERIO LAGER VERDE 275ML,cerveja,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
PAO DE MEL BAUDUCCO BRANCO 240G,outro doce,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
PALITINHO COMPANINO BACON 45G,alimento pet,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
ISCAS FGO LAR 700g,empanado congelado,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
IOG LIQ PORTO ALEGRE 170GGF FRUTAS VRM,iogurte,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
"COOK TODDY 150G, DOCE LTE, .",biscoito,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
ALETRIA GALO SEMOLA 500G,macarrao,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
PRATO DESC CRISTALCOPO 15CM C/10 BRANCO,prato descartavel,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
TEMP KITANO P/CHURRASCO ADOBO,tempero pronto,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
CAFE SOLUV LIOF LOR 130G CLASSIQUE,cafe,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
PURE BATATA SAO LUIZ 110G,preparo de alimento,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
MASSA SORA INT PENNE 500G,macarrao,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
CAFE CAP ALU LOR ESPRES RISTRET 52G 10UN,cafe,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
COADOR CAFE KAFEBOM G,coador,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
SEMENTE ERVA CIDREIRA FELTRIN,plantas e sementes,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
VH MATEUS ROSE ROSE 375ML,vinho importado,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
"CAFE NESCAFE SOLUVEL SACHET 50G, MAT",cafe,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
CREME DENTAL COLGATE SENS IMEDI 90G L3P2,creme dental,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
VHO BCO SVE DOM BOSCO 750ML,vinho nacional,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
BISCOITO TEENS 8X30GR,biscoito,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
PALITO DOGS CLUB TWISTER DEF.   CT   4UN,alimento pet,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
SALG CHEETOS MIX QUEIJO          PCT 45G,aperitivo,0.011892815990268915,f1_macro_on_full,minimize,"240133,244746,15884,97811,36374,63530,215095,173114,96827,64571,207934,114759,52308,48216,24664,188508,45662,23134,246367,7273,91249,60018,38003,104564,157306,247438,99982,168597,202389,214686,136875,123059,84147,106681,182976,116427,156876,52942,71374,152788,92378,228064,5350,64231,170733,147694,120046,228593,67830,176886,161028,221985,178469,168756,104764,216893,73534,184125,197953,180550,242522,136026,136028,3933,9055,211296,73059,243047,96615,16238,228725,57208,105856,136066,28573,31133,74143,171942,95150,106415,217013,189376,180672,114629,58831,88018,21970,246235,221152,128994,103911,41965,104943,133105,52210,172532,10745,176122,26107,147454"
